Gene	OTU	phylum	class	genus
arsD	arsD_0001	Deltaproteobacteria	Deltaproteobacteria	Desulfurivibrio
arsD	arsD_0002	Alphaproteobacteria	Alphaproteobacteria	Magnetospirillum
arsD	arsD_0003	Planctomycetes	Planctomycetia	Planctomyces
arsD	arsD_0004	Betaproteobacteria	Betaproteobacteria	Azoarcus
arsD	arsD_0005	Betaproteobacteria	Betaproteobacteria	Azoarcus
arsD	arsD_0006	Betaproteobacteria	Betaproteobacteria	Burkholderia
arsD	arsD_0007	Planctomycetes	Planctomycetia	Planctomyces
arsD	arsD_0008	Deltaproteobacteria	Deltaproteobacteria	Desulfurivibrio
arsD	arsD_0009	Planctomycetes	Planctomycetia	Planctomyces
arsD	arsD_0010	Gammaproteobacteria	Gammaproteobacteria	Pseudomonas
arsD	arsD_0011	Betaproteobacteria	Betaproteobacteria	Dechloromonas
arsD	arsD_0012	Actinobacteria	Actinobacteria	Rhodococcus
arsD	arsD_0013	Betaproteobacteria	Betaproteobacteria	Cupriavidus
arsD	arsD_0014	Deltaproteobacteria	Deltaproteobacteria	Anaeromyxobacter
arsD	arsD_0015	Betaproteobacteria	Betaproteobacteria	Azoarcus
arsD	arsD_0017	Deltaproteobacteria	Deltaproteobacteria	Sorangium
arsD	arsD_0016	Gammaproteobacteria	Gammaproteobacteria	Methylomonas
arsD	arsD_0019	Planctomycetes	Planctomycetia	Rhodopirellula
arsD	arsD_0018	Gammaproteobacteria	Gammaproteobacteria	Pseudomonas
arsD	arsD_0021	Betaproteobacteria	Betaproteobacteria	Azoarcus
arsD	arsD_0020	Deltaproteobacteria	Deltaproteobacteria	Sorangium
arsD	arsD_0023	Planctomycetes	Planctomycetia	Planctomyces
arsD	arsD_0022	Planctomycetes	Planctomycetia	Planctomyces
arsD	arsD_0025	Betaproteobacteria	Betaproteobacteria	Propionivibrio
arsD	arsD_0024	Gammaproteobacteria	Gammaproteobacteria	Methylomonas
arsD	arsD_0027	Alphaproteobacteria	Alphaproteobacteria	Methylosinus
arsD	arsD_0026	Gammaproteobacteria	Gammaproteobacteria	Alkalilimnicola
arsD	arsD_0029	Deltaproteobacteria	Deltaproteobacteria	Sorangium
arsD	arsD_0028	Firmicutes	Bacilli	Bacillus
arsD	arsD_0031	Deltaproteobacteria	Deltaproteobacteria	Sorangium
arsD	arsD_0030	Planctomycetes	Planctomycetia	Rhodopirellula
arsD	arsD_0034	Betaproteobacteria	Betaproteobacteria	Dechloromonas
arsD	arsD_0035	Planctomycetes	Planctomycetia	Planctomyces
arsD	arsD_0032	Deltaproteobacteria	Deltaproteobacteria	Sorangium
arsD	arsD_0033	Planctomycetes	Planctomycetia	Planctomyces
arsD	arsD_0038	Betaproteobacteria	Betaproteobacteria	Burkholderia
arsD	arsD_0039	Planctomycetes	Planctomycetia	Planctomyces
arsD	arsD_0036	Alphaproteobacteria	Alphaproteobacteria	Methylosinus
arsD	arsD_0037	Alphaproteobacteria	Alphaproteobacteria	Magnetospirillum
arsD	arsD_0042	Deltaproteobacteria	Deltaproteobacteria	Labilithrix
arsD	arsD_0043	Deltaproteobacteria	Deltaproteobacteria	NA
arsD	arsD_0040	Deltaproteobacteria	Deltaproteobacteria	NA
arsD	arsD_0041	Deltaproteobacteria	Deltaproteobacteria	Sorangium
arsD	arsD_0046	Planctomycetes	Planctomycetia	Planctomyces
arsD	arsD_0047	Deltaproteobacteria	Deltaproteobacteria	Sorangium
arsD	arsD_0044	Planctomycetes	Planctomycetia	Planctopirus
arsD	arsD_0045	Betaproteobacteria	Betaproteobacteria	Dechloromonas
arsD	arsD_0051	Deltaproteobacteria	Deltaproteobacteria	NA
arsD	arsD_0050	Planctomycetes	Planctomycetia	Planctopirus
arsD	arsD_0049	Gammaproteobacteria	Gammaproteobacteria	Shewanella
arsD	arsD_0048	Deltaproteobacteria	Deltaproteobacteria	Anaeromyxobacter
arsD	arsD_0052	Betaproteobacteria	Betaproteobacteria	Dechloromonas
ClassA	ClassA_0001	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
ClassA	ClassA_0002	Betaproteobacteria	Betaproteobacteria	Collimonas
ClassA	ClassA_0003	Alphaproteobacteria	Alphaproteobacteria	Methylocella
ClassA	ClassA_0004	Alphaproteobacteria	Alphaproteobacteria	Methylocella
ClassA	ClassA_0005	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
ClassA	ClassA_0006	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
ClassA	ClassA_0007	Alphaproteobacteria	Alphaproteobacteria	Oligotropha
ClassA	ClassA_0008	Deltaproteobacteria	Deltaproteobacteria	Polyangium
ClassA	ClassA_0009	Betaproteobacteria	Betaproteobacteria	Caballeronia
ClassA	ClassA_0010	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
ClassA	ClassA_0011	Actinobacteria	Actinobacteria	Streptomyces
ClassA	ClassA_0012	Betaproteobacteria	Betaproteobacteria	Burkholderia
ClassA	ClassA_0013	Alphaproteobacteria	Alphaproteobacteria	Hyphomicrobium
ClassA	ClassA_0014	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
ClassA	ClassA_0015	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
ClassA	ClassA_0016	Deltaproteobacteria	Deltaproteobacteria	Sorangium
ClassA	ClassA_0017	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
ClassA	ClassA_0018	Gammaproteobacteria	Gammaproteobacteria	Pseudomonas
ClassA	ClassA_0019	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
ClassA	ClassA_0020	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
ClassA	ClassA_0021	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
ClassA	ClassA_0022	Deltaproteobacteria	Deltaproteobacteria	Geobacter
ClassA	ClassA_0023	Acidobacteria	Acidobacteriia	Terriglobus
ClassA	ClassA_0024	Deltaproteobacteria	Deltaproteobacteria	Sorangium
ClassA	ClassA_0025	Alphaproteobacteria	Alphaproteobacteria	Mesorhizobium
ClassA	ClassA_0026	Betaproteobacteria	Betaproteobacteria	Herbaspirillum
ClassA	ClassA_0027	Alphaproteobacteria	Alphaproteobacteria	Methylocella
ClassA	ClassA_0028	Deltaproteobacteria	Deltaproteobacteria	Sorangium
ClassA	ClassA_0029	Alphaproteobacteria	Alphaproteobacteria	Rhodopseudomonas
ClassA	ClassA_0030	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
ClassA	ClassA_0031	Alphaproteobacteria	Alphaproteobacteria	Mesorhizobium
ClassA	ClassA_0032	Deltaproteobacteria	Deltaproteobacteria	Geobacter
ClassA	ClassA_0033	Alphaproteobacteria	Alphaproteobacteria	Methylobacterium
ClassA	ClassA_0034	Deltaproteobacteria	Deltaproteobacteria	Sorangium
ClassA	ClassA_0035	Alphaproteobacteria	Alphaproteobacteria	Hyphomicrobium
ClassA	ClassA_0036	Deltaproteobacteria	Deltaproteobacteria	Sorangium
ClassA	ClassA_0037	Betaproteobacteria	Betaproteobacteria	Herbaspirillum
ClassA	ClassA_0038	Betaproteobacteria	Betaproteobacteria	Variovorax
ClassA	ClassA_0039	Betaproteobacteria	Betaproteobacteria	Caballeronia
ClassA	ClassA_0040	Betaproteobacteria	Betaproteobacteria	Burkholderia
ClassA	ClassA_0041	Betaproteobacteria	Betaproteobacteria	Ralstonia
ClassA	ClassA_0042	Alphaproteobacteria	Alphaproteobacteria	Mesorhizobium
ClassA	ClassA_0043	Alphaproteobacteria	Alphaproteobacteria	Methylocella
ClassA	ClassA_0044	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
ClassA	ClassA_0045	Gammaproteobacteria	Gammaproteobacteria	Pseudomonas
ClassA	ClassA_0046	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
ClassA	ClassA_0047	Alphaproteobacteria	Alphaproteobacteria	Rhizobium
ClassA	ClassA_0048	Alphaproteobacteria	Alphaproteobacteria	Rhodopseudomonas
ClassA	ClassA_0049	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
ClassA	ClassA_0050	Alphaproteobacteria	Alphaproteobacteria	Rhodopseudomonas
ClassA	ClassA_0051	Alphaproteobacteria	Alphaproteobacteria	Rhodopseudomonas
ClassA	ClassA_0052	Alphaproteobacteria	Alphaproteobacteria	Blastochloris
ClassA	ClassA_0053	Betaproteobacteria	Betaproteobacteria	Herbaspirillum
ClassA	ClassA_0054	Alphaproteobacteria	Alphaproteobacteria	Caulobacter
ClassA	ClassA_0055	Alphaproteobacteria	Alphaproteobacteria	Methylobacterium
ClassA	ClassA_0056	Alphaproteobacteria	Alphaproteobacteria	Rhodopseudomonas
ClassA	ClassA_0057	Alphaproteobacteria	Alphaproteobacteria	Aurantimonas
ClassA	ClassA_0058	Alphaproteobacteria	Alphaproteobacteria	Mesorhizobium
ClassA	ClassA_0059	Acidobacteria	Acidobacteriia	Terriglobus
ClassA	ClassA_0060	Gammaproteobacteria	Gammaproteobacteria	Pseudomonas
ClassA	ClassA_0061	Gammaproteobacteria	Gammaproteobacteria	Pseudomonas
ClassA	ClassA_0062	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
ClassA	ClassA_0063	Alphaproteobacteria	Alphaproteobacteria	Rhodopseudomonas
ClassA	ClassA_0064	Deltaproteobacteria	Deltaproteobacteria	Sorangium
ClassA	ClassA_0065	Alphaproteobacteria	Alphaproteobacteria	Mesorhizobium
ClassA	ClassA_0066	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
ClassA	ClassA_0067	Gammaproteobacteria	Gammaproteobacteria	Pseudomonas
ClassA	ClassA_0068	Gammaproteobacteria	Gammaproteobacteria	Pseudomonas
ClassA	ClassA_0069	Alphaproteobacteria	Alphaproteobacteria	Mesorhizobium
ClassA	ClassA_0070	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
ClassA	ClassA_0071	Acidobacteria	Acidobacteriia	Terriglobus
ClassA	ClassA_0072	Betaproteobacteria	Betaproteobacteria	Collimonas
ClassA	ClassA_0073	Actinobacteria	Actinobacteria	Streptomyces
ClassA	ClassA_0074	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
ClassA	ClassA_0075	Alphaproteobacteria	Alphaproteobacteria	Rhodopseudomonas
ClassA	ClassA_0076	Alphaproteobacteria	Alphaproteobacteria	Mesorhizobium
ClassA	ClassA_0077	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
ClassA	ClassA_0078	Betaproteobacteria	Betaproteobacteria	Collimonas
ClassA	ClassA_0079	Betaproteobacteria	Betaproteobacteria	Herbaspirillum
ClassA	ClassA_0080	Alphaproteobacteria	Alphaproteobacteria	Rhodopseudomonas
ClassA	ClassA_0081	Alphaproteobacteria	Alphaproteobacteria	Mesorhizobium
ClassA	ClassA_0082	Alphaproteobacteria	Alphaproteobacteria	Rhodopseudomonas
ClassA	ClassA_0083	Acidobacteria	Acidobacteriia	Terriglobus
ClassA	ClassA_0084	Gammaproteobacteria	Gammaproteobacteria	Halomonas
ClassA	ClassA_0085	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
ClassA	ClassA_0086	Betaproteobacteria	Betaproteobacteria	Collimonas
ClassA	ClassA_0087	Betaproteobacteria	Betaproteobacteria	Nitrosomonas
ClassA	ClassA_0088	Gammaproteobacteria	Gammaproteobacteria	Halomonas
ClassA	ClassA_0089	Alphaproteobacteria	Alphaproteobacteria	Rhodopseudomonas
ClassA	ClassA_0090	Gammaproteobacteria	Gammaproteobacteria	Rhodanobacter
ClassA	ClassA_0091	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
ClassA	ClassA_0092	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
ClassA	ClassA_0093	Alphaproteobacteria	Alphaproteobacteria	Mesorhizobium
ClassA	ClassA_0094	Alphaproteobacteria	Alphaproteobacteria	Rhodoplanes
ClassA	ClassA_0095	Alphaproteobacteria	Alphaproteobacteria	Sinorhizobium
ClassA	ClassA_0096	Deltaproteobacteria	Deltaproteobacteria	Geobacter
ClassA	ClassA_0097	Alphaproteobacteria	Alphaproteobacteria	Hyphomicrobium
ClassA	ClassA_0098	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
ClassA	ClassA_0099	Betaproteobacteria	Betaproteobacteria	Collimonas
ClassA	ClassA_0100	Alphaproteobacteria	Alphaproteobacteria	Methylocella
ClassA	ClassA_0101	Alphaproteobacteria	Alphaproteobacteria	Rhodopseudomonas
ClassA	ClassA_0102	Betaproteobacteria	Betaproteobacteria	Caballeronia
ClassA	ClassA_0103	Actinobacteria	Actinobacteria	Streptomyces
ClassA	ClassA_0104	Betaproteobacteria	Betaproteobacteria	Nitrosomonas
ClassA	ClassA_0105	Alphaproteobacteria	Alphaproteobacteria	Rhodopseudomonas
ClassA	ClassA_0106	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
ClassA	ClassA_0107	Deltaproteobacteria	Deltaproteobacteria	Geobacter
ClassA	ClassA_0108	Alphaproteobacteria	Alphaproteobacteria	Rhodopseudomonas
ClassA	ClassA_0109	Deltaproteobacteria	Deltaproteobacteria	Geobacter
ClassA	ClassA_0110	Actinobacteria	Actinobacteria	Mycobacterium
ClassA	ClassA_0111	Alphaproteobacteria	Alphaproteobacteria	Caulobacter
ClassA	ClassA_0112	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
ClassA	ClassA_0113	Alphaproteobacteria	Alphaproteobacteria	Rhodopseudomonas
ClassA	ClassA_0114	Deltaproteobacteria	Deltaproteobacteria	Geobacter
ClassA	ClassA_0115	Deltaproteobacteria	Deltaproteobacteria	Geobacter
ClassA	ClassA_0116	Gammaproteobacteria	Gammaproteobacteria	Halomonas
ClassA	ClassA_0117	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
ClassB	ClassB_0001	Deltaproteobacteria	Deltaproteobacteria	Archangium
ClassB	ClassB_0002	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0003	Acidobacteria	Acidobacteriia	Granulicella
ClassB	ClassB_0004	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0005	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0008	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0009	Gammaproteobacteria	Gammaproteobacteria	Dyella
ClassB	ClassB_0010	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0012	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0013	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0014	Acidobacteria	Acidobacteriia	Terriglobus
ClassB	ClassB_0015	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0017	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0018	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0019	Acidobacteria	Acidobacteriia	Granulicella
ClassB	ClassB_0020	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0022	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0025	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0026	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0027	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0029	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0031	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0032	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0033	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0036	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0038	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0039	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0041	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0042	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0044	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0046	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0047	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0048	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0049	Gammaproteobacteria	Gammaproteobacteria	Dyella
ClassB	ClassB_0050	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0052	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0053	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0055	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0056	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0058	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonas
ClassB	ClassB_0059	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0062	Gammaproteobacteria	Gammaproteobacteria	Fluoribacter
ClassB	ClassB_0065	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0066	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0067	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0068	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0069	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0071	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0074	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0075	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0077	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0080	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0081	Gammaproteobacteria	Gammaproteobacteria	Fluoribacter
ClassB	ClassB_0082	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0084	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0085	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0086	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0087	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0090	Bacteroidetes	Chitinophagia	Chitinophaga
ClassB	ClassB_0092	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0093	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0094	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0095	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0097	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0098	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0102	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0103	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0105	Alphaproteobacteria	Alphaproteobacteria	Phenylobacterium
ClassB	ClassB_0106	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0108	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0109	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0110	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0111	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0112	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0113	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0114	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0115	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0116	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0117	Betaproteobacteria	Betaproteobacteria	Massilia
ClassB	ClassB_0118	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0119	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0120	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0121	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0123	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0125	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0127	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0128	Bacteroidetes	Sphingobacteriia	Mucilaginibacter
ClassB	ClassB_0129	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0130	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0131	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0134	Alphaproteobacteria	Alphaproteobacteria	NA
ClassB	ClassB_0135	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0136	Betaproteobacteria	Betaproteobacteria	Massilia
ClassB	ClassB_0138	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0140	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0141	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0142	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0144	Deltaproteobacteria	Deltaproteobacteria	Archangium
ClassB	ClassB_0145	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0147	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0148	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0150	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0152	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0156	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0157	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0159	Bacteroidetes	Sphingobacteriia	Mucilaginibacter
ClassB	ClassB_0160	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0162	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0163	Verrucomicrobia	Verrucomicrobiae	Pedosphaera
ClassB	ClassB_0165	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0166	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0167	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0170	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0171	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0172	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0173	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0175	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0176	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0178	Gammaproteobacteria	Gammaproteobacteria	Dyella
ClassB	ClassB_0179	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0180	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0181	Gammaproteobacteria	Gammaproteobacteria	Arenimonas
ClassB	ClassB_0182	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0183	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0184	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0185	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0187	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0188	Acidobacteria	Acidobacteriia	Granulicella
ClassB	ClassB_0189	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0190	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0191	Alphaproteobacteria	Alphaproteobacteria	Asticcacaulis
ClassB	ClassB_0192	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0193	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0194	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0195	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0196	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0197	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0198	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0199	Gammaproteobacteria	Gammaproteobacteria	Arenimonas
ClassB	ClassB_0200	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0201	Bacteroidetes	Sphingobacteriia	Mucilaginibacter
ClassB	ClassB_0202	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0203	Alphaproteobacteria	Alphaproteobacteria	Sphingomonas
ClassB	ClassB_0205	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0206	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0207	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0208	Acidobacteria	Acidobacteriia	Granulicella
ClassB	ClassB_0209	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0211	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0212	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
ClassB	ClassB_0214	Betaproteobacteria	Betaproteobacteria	Chromobacterium
ClassB	ClassB_0215	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0216	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0217	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0218	Acidobacteria	Acidobacteriia	Granulicella
ClassB	ClassB_0219	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0220	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0222	Acidobacteria	Solibacteres	Candidatus Solibacter
ClassB	ClassB_0223	Acidobacteria	Acidobacteriia	Granulicella
ClassB	ClassB_0225	Acidobacteria	Acidobacteriia	Candidatus Koribacter
ClassB	ClassB_0226	Gammaproteobacteria	Gammaproteobacteria	Lysobacter
ClassB	ClassB_0227	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0228	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0229	Gammaproteobacteria	Gammaproteobacteria	Fluoribacter
ClassB	ClassB_0231	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0232	Gammaproteobacteria	Gammaproteobacteria	Legionella
ClassB	ClassB_0234	Gammaproteobacteria	Gammaproteobacteria	Legionella
dfra12	dfra12_0001	Alphaproteobacteria	Alphaproteobacteria	Bradyrhizobium
dfra12	dfra12_0002	Alphaproteobacteria	Alphaproteobacteria	NA
dfra12	dfra12_0003	Alphaproteobacteria	Alphaproteobacteria	Rhodopseudomonas
dfra12	dfra12_0004	Alphaproteobacteria	Alphaproteobacteria	Bartonella
dfra12	dfra12_0005	Gammaproteobacteria	Gammaproteobacteria	NA
dfra12	dfra12_0006	Gammaproteobacteria	Gammaproteobacteria	Pseudoalteromonas
dfra12	dfra12_0008	Gammaproteobacteria	Gammaproteobacteria	Pseudoalteromonas
dfra12	dfra12_0009	Gammaproteobacteria	Gammaproteobacteria	Acidihalobacter
