Gene	OTU	phylum	class	genus
rplB	rplB_5444	Proteobacteria	Deltaproteobacteria	Desulfobacca
rplB	rplB_5444	Firmicutes	Clostridia	Halothermothrix
rplB	rplB_5445	Actinobacteria	Coriobacteridae	Coriobacteriaceae
rplB	rplB_5445	Actinobacteria	Coriobacteridae	Coriobacteriaceae
rplB	rplB_5445	Actinobacteria	Coriobacteridae	Coriobacteriaceae
rplB	rplB_5446	Proteobacteria	Alphaproteobacteria	Bradyrhizobium
rplB	rplB_5446	Proteobacteria	Alphaproteobacteria	Bradyrhizobium
rplB	rplB_5446	Proteobacteria	Alphaproteobacteria	Rhodopseudomonas
rplB	rplB_5447	Actinobacteria	Actinobacteridae	Thermomonosporaceae
rplB	rplB_5447	Actinobacteria	Actinobacteridae	Streptomycetaceae
rplB	rplB_5447	Actinobacteria	Actinobacteridae	Promicromonosporaceae
rplB	rplB_5448	Actinobacteria	Rubrobacteridae	Conexibacter
rplB	rplB_5448	Actinobacteria	Rubrobacteridae	Patulibacter
rplB	rplB_5448	Firmicutes	Clostridia	Pseudoramibacter
rplB	rplB_5449	Proteobacteria	Betaproteobacteria	Methylobacillus
rplB	rplB_5449	Proteobacteria	Betaproteobacteria	Burkholderia
rplB	rplB_5449	Proteobacteria	Betaproteobacteria	Burkholderia
rplB	rplB_5450	Proteobacteria	Alphaproteobacteria	Phenylobacterium
rplB	rplB_5450	Proteobacteria	Alphaproteobacteria	Caulobacter
rplB	rplB_5450	Proteobacteria	Alphaproteobacteria	Oceanicaulis
rplB	rplB_5451	Firmicutes	Bacilli	Alicyclobacillus
rplB	rplB_5451	Firmicutes	Bacilli	Alicyclobacillus
rplB	rplB_5451	Actinobacteria	Coriobacteridae	Coriobacteriaceae
rplB	rplB_5452	Proteobacteria	Alphaproteobacteria	Rhodopseudomonas
rplB	rplB_5452	Proteobacteria	Alphaproteobacteria	NA
rplB	rplB_5452	Proteobacteria	Alphaproteobacteria	Rhodopseudomonas
rplB	rplB_5453	Firmicutes	Clostridia	Halothermothrix
rplB	rplB_5453	Firmicutes	Clostridia	Thermaerobacter
rplB	rplB_5453	Firmicutes	Clostridia	Desulfotomaculum
rplB	rplB_5454	Proteobacteria	Deltaproteobacteria	Polyangiaceae
rplB	rplB_5454	Proteobacteria	Deltaproteobacteria	Geobacter
rplB	rplB_5454	Firmicutes	Negativicutes	Thermosinus
rplB	rplB_5455	Firmicutes	Clostridia	Carboxydothermus
rplB	rplB_5455	Firmicutes	Clostridia	Thermaerobacter
rplB	rplB_5455	Firmicutes	Clostridia	Thermaerobacter
rplB	rplB_5456	Proteobacteria	Alphaproteobacteria	Parvibaculum
rplB	rplB_5456	Proteobacteria	Alphaproteobacteria	Ochrobactrum
rplB	rplB_5456	Proteobacteria	Alphaproteobacteria	Brucella
rplB	rplB_5457	Actinobacteria	Coriobacteridae	Coriobacteriaceae
rplB	rplB_5457	Firmicutes	Clostridia	Desulfotomaculum
rplB	rplB_5457	Actinobacteria	Coriobacteridae	Coriobacteriaceae
rplB	rplB_5458	Actinobacteria	Actinobacteridae	Pseudonocardiaceae
rplB	rplB_5458	Actinobacteria	Actinobacteridae	Bifidobacterium
rplB	rplB_5458	Actinobacteria	Actinobacteridae	Cellulomonadaceae
rplB	rplB_5459	Verrucomicrobia	Opitutae	Opitutus
rplB	rplB_5459	Verrucomicrobia	Opitutae	Diplosphaera
rplB	rplB_5459	Verrucomicrobia	Opitutae	NA
rplB	rplB_5460	Proteobacteria	Alphaproteobacteria	Hyphomicrobium
rplB	rplB_5460	Proteobacteria	Alphaproteobacteria	Hyphomicrobium
rplB	rplB_5460	Proteobacteria	Alphaproteobacteria	Hyphomicrobium
rplB	rplB_5461	Gemmatimonadetes	Gemmatimonadales	NA
rplB	rplB_5461	Firmicutes	Bacilli	NA
rplB	rplB_5461	Aquificae	Aquificales	NA
rplB	rplB_5462	Actinobacteria	Actinobacteridae	Streptomycetaceae
rplB	rplB_5462	Actinobacteria	Actinobacteridae	Catenulisporaceae
rplB	rplB_5462	Actinobacteria	Actinobacteridae	Acidothermaceae
rplB	rplB_5463	Proteobacteria	Betaproteobacteria	NA
rplB	rplB_5463	artificialsequences	NA	NA
rplB	rplB_5463	Proteobacteria	Betaproteobacteria	Sideroxydans
rplB	rplB_5464	Firmicutes	Clostridia	Thermincola
rplB	rplB_5464	Firmicutes	Clostridia	Halothermothrix
rplB	rplB_5464	Firmicutes	Clostridia	Thermaerobacter
rplB	rplB_5465	Proteobacteria	Alphaproteobacteria	Phaeospirillum
rplB	rplB_5465	Proteobacteria	Alphaproteobacteria	NA
rplB	rplB_5465	Proteobacteria	Alphaproteobacteria	Magnetospirillum
rplB	rplB_5466	Chloroflexi	Ktedonobacteria	Ktedonobacter
rplB	rplB_5466	Firmicutes	Clostridia	Carboxydothermus
rplB	rplB_5466	Chloroflexi	Sphaerobacteridae	Sphaerobacteraceae
rplB	rplB_5467	Firmicutes	Clostridia	Thermincola
rplB	rplB_5467	Firmicutes	Clostridia	Halothermothrix
rplB	rplB_5467	Firmicutes	Clostridia	Ruminiclostridium
rplB	rplB_5468	Firmicutes	Negativicutes	Thermosinus
rplB	rplB_5468	Actinobacteria	Coriobacteridae	Coriobacteriaceae
rplB	rplB_5468	Chloroflexi	Ktedonobacteria	Ktedonobacter
rplB	rplB_5469	Proteobacteria	Alphaproteobacteria	Rhodopseudomonas
rplB	rplB_5469	Proteobacteria	Alphaproteobacteria	Rhodopseudomonas
rplB	rplB_5469	Proteobacteria	Alphaproteobacteria	Rhodopseudomonas
rplB	rplB_5470	Firmicutes	Clostridia	Desulfotomaculum
rplB	rplB_5470	Firmicutes	Clostridia	Desulfotomaculum
rplB	rplB_5470	Firmicutes	Clostridia	Moorellagroup
rplB	rplB_5471	Actinobacteria	Rubrobacteridae	Conexibacter
rplB	rplB_5471	Actinobacteria	Rubrobacteridae	Patulibacter
rplB	rplB_5471	Firmicutes	Clostridia	Pseudoramibacter
rplB	rplB_5472	Proteobacteria	Deltaproteobacteria	Geobacter
rplB	rplB_5472	Proteobacteria	Deltaproteobacteria	Geobacter
rplB	rplB_5472	Proteobacteria	Deltaproteobacteria	Geobacter
rplB	rplB_5473	Firmicutes	Clostridia	Halothermothrix
rplB	rplB_5473	Firmicutes	Clostridia	Pelotomaculum
rplB	rplB_5473	Firmicutes	Clostridia	Thermaerobacter
rplB	rplB_5474	Chloroflexi	Ktedonobacteria	Ktedonobacter
rplB	rplB_5474	Thermobaculum	NA	NA
rplB	rplB_5474	Firmicutes	Clostridia	Thermoanaerobacter
rplB	rplB_5475	Firmicutes	Clostridia	Thermincola
rplB	rplB_5475	Firmicutes	Bacilli	Alicyclobacillus
rplB	rplB_5475	Firmicutes	Bacilli	Alicyclobacillus
rplB	rplB_5476	Acidobacteria	Acidobacteriales	NA
rplB	rplB_5476	Acidobacteria	Acidobacteriales	NA
rplB	rplB_5476	Acidobacteria	Acidobacteriales	NA
rplB	rplB_5477	Firmicutes	Clostridia	Halothermothrix
rplB	rplB_5477	Firmicutes	Clostridia	Carboxydothermus
rplB	rplB_5477	Firmicutes	Clostridia	Thermosediminibacter
rplB	rplB_5478	Proteobacteria	Alphaproteobacteria	Phenylobacterium
rplB	rplB_5478	Proteobacteria	Alphaproteobacteria	Caulobacter
rplB	rplB_5478	Proteobacteria	Alphaproteobacteria	Caulobacter
rplB	rplB_5479	Proteobacteria	Gammaproteobacteria	Dickeya
rplB	rplB_5479	Proteobacteria	Gammaproteobacteria	Serratia
rplB	rplB_5479	Proteobacteria	Gammaproteobacteria	Xenorhabdus
rplB	rplB_5480	Proteobacteria	Betaproteobacteria	Thiobacillus
rplB	rplB_5480	Proteobacteria	Betaproteobacteria	Azospira
rplB	rplB_5480	Proteobacteria	Betaproteobacteria	Methylovorus
rplB	rplB_5481	Acidobacteria	Acidobacteriales	NA
rplB	rplB_5481	Acidobacteria	Acidobacteriales	NA
rplB	rplB_5481	Acidobacteria	Acidobacteriales	NA
rplB	rplB_5482	Bacteroidetes	Sphingobacteriia	Niastella
rplB	rplB_5482	Bacteroidetes	Sphingobacteriia	Niabella
rplB	rplB_5482	Bacteroidetes	Sphingobacteriia	Chitinophaga
rplB	rplB_5483	Proteobacteria	Alphaproteobacteria	Rhodospirillum
rplB	rplB_5483	Proteobacteria	Alphaproteobacteria	Phaeospirillum
rplB	rplB_5483	Proteobacteria	Alphaproteobacteria	Magnetospirillum
rplB	rplB_5484	Proteobacteria	Alphaproteobacteria	Magnetospirillum
rplB	rplB_5484	Proteobacteria	Alphaproteobacteria	Phaeospirillum
rplB	rplB_5484	Proteobacteria	Alphaproteobacteria	Pseudovibrio
rplB	rplB_5485	Actinobacteria	Rubrobacteridae	Conexibacter
rplB	rplB_5485	Firmicutes	Clostridia	Pseudoramibacter
rplB	rplB_5485	Actinobacteria	Rubrobacteridae	Patulibacter
rplB	rplB_5486	Proteobacteria	Alphaproteobacteria	Parvibaculum
rplB	rplB_5486	Proteobacteria	Alphaproteobacteria	Azorhizobium
rplB	rplB_5486	Proteobacteria	Alphaproteobacteria	Mesorhizobium
rplB	rplB_5487	Actinobacteria	Actinobacteridae	Jonesiaceae
rplB	rplB_5487	Actinobacteria	Actinobacteridae	Promicromonosporaceae
rplB	rplB_5487	Actinobacteria	Actinobacteridae	Cellulomonadaceae
rplB	rplB_5488	Firmicutes	Clostridia	Thermincola
rplB	rplB_5488	Firmicutes	Clostridia	Halothermothrix
rplB	rplB_5488	Proteobacteria	Deltaproteobacteria	Geobacter
rplB	rplB_5489	Verrucomicrobia	Verrucomicrobiae	Pedosphaera
rplB	rplB_5489	Verrucomicrobia	unclassifiedVerrucomicrobia	Methylacidiphilum
rplB	rplB_5489	Verrucomicrobia	unclassifiedVerrucomicrobia	Methylacidiphilum
rplB	rplB_5490	Chloroflexi	Chloroflexia	Chloroflexaceae
rplB	rplB_5490	Chloroflexi	Chloroflexia	Chloroflexaceae
rplB	rplB_5490	Chloroflexi	Chloroflexia	Oscillochloridaceae
rplB	rplB_5491	Actinobacteria	Rubrobacteridae	Conexibacter
rplB	rplB_5491	Actinobacteria	Rubrobacteridae	Patulibacter
rplB	rplB_5491	Firmicutes	Clostridia	Pseudoramibacter
rplB	rplB_5492	Proteobacteria	Alphaproteobacteria	Methylocystis
rplB	rplB_5492	Proteobacteria	Alphaproteobacteria	Methylocella
rplB	rplB_5492	Proteobacteria	Alphaproteobacteria	Beijerinckia
rplB	rplB_5493	Proteobacteria	Alphaproteobacteria	Bradyrhizobium
rplB	rplB_5493	Proteobacteria	Alphaproteobacteria	Rhodopseudomonas
rplB	rplB_5493	Proteobacteria	Alphaproteobacteria	Bradyrhizobium
rplB	rplB_5494	Firmicutes	Clostridia	Carboxydothermus
rplB	rplB_5494	Chloroflexi	Sphaerobacteridae	Sphaerobacteraceae
rplB	rplB_5494	Chloroflexi	Chloroflexia	Herpetosiphon
rplB	rplB_5495	Proteobacteria	Gammaproteobacteria	Rhodanobacter
rplB	rplB_5495	Proteobacteria	Gammaproteobacteria	Rhodanobacter
rplB	rplB_5495	Proteobacteria	Gammaproteobacteria	Rhodanobacter
rplB	rplB_5496	Actinobacteria	Acidimicrobidae	Acidimicrobiaceae
rplB	rplB_5496	Actinobacteria	Coriobacteridae	Coriobacteriaceae
rplB	rplB_5496	Actinobacteria	Actinobacteridae	Propionibacteriaceae
rplB	rplB_5497	Firmicutes	Clostridia	Thermaerobacter
rplB	rplB_5497	Firmicutes	Clostridia	Thermaerobacter
rplB	rplB_5497	Firmicutes	Clostridia	Thermosediminibacter
rplB	rplB_5498	Actinobacteria	Rubrobacteridae	Conexibacter
rplB	rplB_5498	Actinobacteria	Rubrobacteridae	Patulibacter
rplB	rplB_5498	Firmicutes	Clostridia	Desulfotomaculum
rplB	rplB_5499	Proteobacteria	Alphaproteobacteria	Bradyrhizobium
rplB	rplB_5499	Proteobacteria	Alphaproteobacteria	Rhodopseudomonas
rplB	rplB_5499	Proteobacteria	Alphaproteobacteria	Rhodopseudomonas
rplB	rplB_5500	Actinobacteria	Actinobacteridae	Catenulisporaceae
rplB	rplB_5500	Actinobacteria	Actinobacteridae	Dermatophilaceae
rplB	rplB_5500	Actinobacteria	Actinobacteridae	Jonesiaceae
rplB	rplB_5501	Proteobacteria	Alphaproteobacteria	Rhodopseudomonas
rplB	rplB_5501	Proteobacteria	Alphaproteobacteria	Bradyrhizobium
rplB	rplB_5501	Proteobacteria	Alphaproteobacteria	Rhodopseudomonas
rplB	rplB_5502	Firmicutes	Clostridia	Halothermothrix
rplB	rplB_5502	Proteobacteria	Deltaproteobacteria	Syntrophobacter
rplB	rplB_5502	Firmicutes	Clostridia	Thermincola
rplB	rplB_5503	Bacteroidetes	Sphingobacteriia	Sphingobacterium
rplB	rplB_5503	Bacteroidetes	Sphingobacteriia	Sphingobacterium
rplB	rplB_5503	Bacteroidetes	Sphingobacteriia	Solitalea
rplB	rplB_5504	Firmicutes	Clostridia	Halothermothrix
rplB	rplB_5504	Firmicutes	Clostridia	Ruminiclostridium
rplB	rplB_5504	Firmicutes	Clostridia	Thermincola
rplB	rplB_5505	Actinobacteria	Actinobacteridae	Mycobacteriaceae
rplB	rplB_5505	Actinobacteria	Actinobacteridae	Segniliparaceae
rplB	rplB_5505	Actinobacteria	Actinobacteridae	Segniliparaceae
rplB	rplB_5506	Proteobacteria	Alphaproteobacteria	Gluconacetobacter
rplB	rplB_5506	Proteobacteria	Alphaproteobacteria	Komagataeibacter
rplB	rplB_5506	Proteobacteria	Alphaproteobacteria	Gluconacetobacter
rplB	rplB_5507	Firmicutes	Clostridia	Thermosediminibacter
rplB	rplB_5507	Firmicutes	Clostridia	Tepidanaerobacter
rplB	rplB_5507	Firmicutes	Clostridia	Halothermothrix
rplB	rplB_5508	Proteobacteria	Alphaproteobacteria	Sphingomonas
rplB	rplB_5508	Proteobacteria	Alphaproteobacteria	Sphingobium
rplB	rplB_5508	Proteobacteria	Alphaproteobacteria	Sphingobium
rplB	rplB_5509	Proteobacteria	Betaproteobacteria	Sideroxydans
rplB	rplB_5509	Proteobacteria	Gammaproteobacteria	Serratia
rplB	rplB_5509	Proteobacteria	Gammaproteobacteria	Erwinia
rplB	rplB_5510	Actinobacteria	Rubrobacteridae	Conexibacter
rplB	rplB_5510	Actinobacteria	Rubrobacteridae	Patulibacter
rplB	rplB_5510	Firmicutes	Clostridia	Pelotomaculum
rplB	rplB_5511	metagenomes	ecologicalmetagenomes	NA
rplB	rplB_5511	Firmicutes	Negativicutes	Thermosinus
rplB	rplB_5511	Firmicutes	Negativicutes	Selenomonas
rplB	rplB_5512	Proteobacteria	Gammaproteobacteria	Thioalkalivibrio
rplB	rplB_5512	Proteobacteria	Gammaproteobacteria	Thiorhodospira
rplB	rplB_5512	Proteobacteria	Gammaproteobacteria	Ectothiorhodospira
rplB	rplB_5513	Proteobacteria	Deltaproteobacteria	Geobacter
rplB	rplB_5513	Firmicutes	Clostridia	Thermaerobacter
rplB	rplB_5513	Proteobacteria	Deltaproteobacteria	Geobacter
rplB	rplB_5514	Proteobacteria	Alphaproteobacteria	NA
rplB	rplB_5514	Proteobacteria	Alphaproteobacteria	Phaeospirillum
rplB	rplB_5514	Proteobacteria	Alphaproteobacteria	Azospirillum
rplB	rplB_5515	Actinobacteria	Actinobacteridae	Microbacteriaceae
rplB	rplB_5515	Actinobacteria	Actinobacteridae	Mycobacteriaceae
rplB	rplB_5515	Actinobacteria	Actinobacteridae	Microbacteriaceae
rplB	rplB_5516	Firmicutes	Clostridia	Thermincola
rplB	rplB_5516	Firmicutes	Negativicutes	Thermosinus
rplB	rplB_5516	Firmicutes	Clostridia	Carboxydothermus
rplB	rplB_5517	Actinobacteria	Actinobacteridae	Gordoniaceae
rplB	rplB_5517	Actinobacteria	Actinobacteridae	Gordoniaceae
rplB	rplB_5517	Actinobacteria	Actinobacteridae	Gordoniaceae
rplB	rplB_5518	Verrucomicrobia	Verrucomicrobiae	Pedosphaera
rplB	rplB_5518	Verrucomicrobia	Verrucomicrobiae	Akkermansia
rplB	rplB_5518	Chloroflexi	Sphaerobacteridae	Sphaerobacteraceae
rplB	rplB_5519	Acidobacteria	Acidobacteriales	NA
rplB	rplB_5519	Acidobacteria	Acidobacteriales	NA
rplB	rplB_5519	Acidobacteria	Acidobacteriales	NA
rplB	rplB_5520	Actinobacteria	Acidimicrobidae	Acidimicrobiaceae
rplB	rplB_5520	Actinobacteria	Actinobacteridae	Acidothermaceae
rplB	rplB_5520	Actinobacteria	Actinobacteridae	Microbacteriaceae
rplB	rplB_5521	Actinobacteria	Acidimicrobidae	Acidimicrobiaceae
rplB	rplB_5521	Actinobacteria	Coriobacteridae	Coriobacteriaceae
rplB	rplB_5521	Actinobacteria	Coriobacteridae	Coriobacteriaceae
rplB	rplB_5522	Firmicutes	Clostridia	Desulfotomaculum
rplB	rplB_5522	Firmicutes	Clostridia	Thermaerobacter
rplB	rplB_5522	Firmicutes	Clostridia	Thermaerobacter
rplB	rplB_5523	Acidobacteria	Acidobacteriales	NA
rplB	rplB_5523	Acidobacteria	Acidobacteriales	NA
rplB	rplB_5523	Acidobacteria	Acidobacteriales	NA
rplB	rplB_5524	Actinobacteria	Coriobacteridae	Coriobacteriaceae
rplB	rplB_5524	Actinobacteria	Coriobacteridae	Coriobacteriaceae
rplB	rplB_5524	Actinobacteria	Coriobacteridae	Coriobacteriaceae
rplB	rplB_5525	Proteobacteria	Betaproteobacteria	Azospira
rplB	rplB_5525	Proteobacteria	Betaproteobacteria	Burkholderia
rplB	rplB_5525	Proteobacteria	Betaproteobacteria	Burkholderia
rplB	rplB_5526	Firmicutes	Clostridia	Halothermothrix
rplB	rplB_5526	Firmicutes	Clostridia	Ruminiclostridium
rplB	rplB_5526	Firmicutes	Clostridia	Thermaerobacter
rplB	rplB_5527	Actinobacteria	Actinobacteridae	Acidothermaceae
rplB	rplB_5527	Actinobacteria	Actinobacteridae	Actinomycetaceae
rplB	rplB_5527	Actinobacteria	Actinobacteridae	Actinomycetaceae
rplB	rplB_5528	Proteobacteria	Alphaproteobacteria	Parvibaculum
rplB	rplB_5528	Proteobacteria	Alphaproteobacteria	Bartonella
rplB	rplB_5528	Proteobacteria	Alphaproteobacteria	Rhodospirillum
rplB	rplB_5529	Actinobacteria	Actinobacteridae	Cellulomonadaceae
rplB	rplB_5529	Actinobacteria	Actinobacteridae	Dermacoccaceae
rplB	rplB_5529	Actinobacteria	Actinobacteridae	Pseudonocardiaceae
rplB	rplB_5530	Acidobacteria	Acidobacteriales	NA
rplB	rplB_5530	Acidobacteria	Acidobacteriales	NA
rplB	rplB_5530	Acidobacteria	Acidobacteriales	NA
rplB	rplB_5531	Acidobacteria	Acidobacteriales	NA
rplB	rplB_5531	Acidobacteria	Acidobacteriales	NA
rplB	rplB_5531	Acidobacteria	Acidobacteriales	NA
rplB	rplB_5532	Acidobacteria	Acidobacteriales	NA
rplB	rplB_5532	Firmicutes	Clostridia	Desulfotomaculum
rplB	rplB_5532	Acidobacteria	Solibacteres	CandidatusSolibacter
rplB	rplB_5533	metagenomes	ecologicalmetagenomes	NA
rplB	rplB_5533	Firmicutes	Clostridia	Desulfotomaculum
rplB	rplB_5533	Firmicutes	Clostridia	Thermincola
rplB	rplB_5534	Firmicutes	Clostridia	Thermaerobacter
rplB	rplB_5534	Firmicutes	Clostridia	Thermaerobacter
rplB	rplB_5534	Firmicutes	Clostridia	Thermincola
rplB	rplB_5535	Actinobacteria	Rubrobacteridae	Conexibacter
rplB	rplB_5535	Actinobacteria	Rubrobacteridae	Patulibacter
rplB	rplB_5535	Firmicutes	Clostridia	Desulfotomaculum
rplB	rplB_5536	Proteobacteria	Alphaproteobacteria	Bradyrhizobium
rplB	rplB_5536	Proteobacteria	Alphaproteobacteria	Bradyrhizobium
rplB	rplB_5536	Proteobacteria	Alphaproteobacteria	Rhodopseudomonas
rplB	rplB_5537	Firmicutes	Clostridia	Desulfotomaculum
rplB	rplB_5537	Firmicutes	Clostridia	Thermincola
rplB	rplB_5537	Firmicutes	Clostridia	Pelotomaculum
rplB	rplB_5538	Actinobacteria	Coriobacteridae	Coriobacteriaceae
rplB	rplB_5538	Actinobacteria	Coriobacteridae	Coriobacteriaceae
rplB	rplB_5538	Firmicutes	Clostridia	Thermosediminibacter
rplB	rplB_5539	Firmicutes	Clostridia	Halothermothrix
rplB	rplB_5539	Firmicutes	Clostridia	Carboxydothermus
rplB	rplB_5539	Firmicutes	Bacilli	Alicyclobacillus
rplB	rplB_5540	Actinobacteria	Actinobacteridae	Microbacteriaceae
rplB	rplB_5540	Actinobacteria	Actinobacteridae	Kineosporiaceae
rplB	rplB_5540	Actinobacteria	Actinobacteridae	Intrasporangiaceae
rplB	rplB_5541	Proteobacteria	Alphaproteobacteria	Bradyrhizobium
rplB	rplB_5541	Proteobacteria	Alphaproteobacteria	Bradyrhizobium
rplB	rplB_5541	Proteobacteria	Alphaproteobacteria	Rhodopseudomonas
rplB	rplB_5542	Proteobacteria	Alphaproteobacteria	NA
rplB	rplB_5542	Proteobacteria	Alphaproteobacteria	Bradyrhizobium
rplB	rplB_5542	Proteobacteria	Alphaproteobacteria	Bradyrhizobium
rplB	rplB_5543	Actinobacteria	Coriobacteridae	Coriobacteriaceae
rplB	rplB_5543	Actinobacteria	Coriobacteridae	Coriobacteriaceae
rplB	rplB_5543	Actinobacteria	Coriobacteridae	Coriobacteriaceae
rplB	rplB_5544	Firmicutes	Clostridia	Thermincola
rplB	rplB_5544	Firmicutes	Clostridia	Desulfotomaculum
rplB	rplB_5544	Firmicutes	Clostridia	Thermosediminibacter
rplB	rplB_5545	Actinobacteria	Actinobacteridae	Acidothermaceae
rplB	rplB_5545	Actinobacteria	Actinobacteridae	Geodermatophilaceae
rplB	rplB_5545	Actinobacteria	Actinobacteridae	Pseudonocardiaceae
rplB	rplB_5546	Firmicutes	Clostridia	Halothermothrix
rplB	rplB_5546	Firmicutes	Clostridia	Desulfotomaculum
rplB	rplB_5546	Firmicutes	Clostridia	Carboxydothermus
rplB	rplB_5547	Acidobacteria	Acidobacteriales	NA
rplB	rplB_5547	Firmicutes	Clostridia	Halothermothrix
rplB	rplB_5547	Acidobacteria	Solibacteres	CandidatusSolibacter
rplB	rplB_5548	Actinobacteria	Coriobacteridae	Coriobacteriaceae
rplB	rplB_5548	Actinobacteria	Coriobacteridae	Coriobacteriaceae
rplB	rplB_5548	Actinobacteria	Coriobacteridae	Coriobacteriaceae
rplB	rplB_5549	Actinobacteria	Rubrobacteridae	Conexibacter
rplB	rplB_5549	Actinobacteria	Rubrobacteridae	Patulibacter
rplB	rplB_5549	Firmicutes	Clostridia	Thermoanaerobacter
rplB	rplB_5550	Proteobacteria	Deltaproteobacteria	Kofleriaceae
rplB	rplB_5550	Proteobacteria	Deltaproteobacteria	Polyangiaceae
rplB	rplB_5550	Firmicutes	Negativicutes	Mitsuokella
rplB	rplB_5551	Planctomycetes	Planctomycetia	Planctomyces
rplB	rplB_5551	Planctomycetes	Planctomycetia	Singulisphaera
rplB	rplB_5551	Planctomycetes	Planctomycetia	Isosphaera
rplB	rplB_5552	Thermotogae	Thermotogales	NA
rplB	rplB_5552	Firmicutes	Clostridia	Halothermothrix
rplB	rplB_5552	Aquificae	Desulfurobacteriales	NA
rplB	rplB_5553	Actinobacteria	Actinobacteridae	Catenulisporaceae
rplB	rplB_5553	Actinobacteria	Actinobacteridae	Cellulomonadaceae
rplB	rplB_5553	Actinobacteria	Actinobacteridae	Jonesiaceae
rplB	rplB_5554	Acidobacteria	Solibacteres	CandidatusSolibacter
rplB	rplB_5554	Acidobacteria	Acidobacteriales	NA
rplB	rplB_5554	Acidobacteria	Acidobacteriales	NA
rplB	rplB_5555	Firmicutes	Clostridia	Thermosediminibacter
rplB	rplB_5555	Firmicutes	Clostridia	Halothermothrix
rplB	rplB_5555	Firmicutes	Clostridia	Carboxydothermus
rplB	rplB_5556	Proteobacteria	Alphaproteobacteria	Phenylobacterium
rplB	rplB_5556	Proteobacteria	Alphaproteobacteria	Ochrobactrum
rplB	rplB_5556	Proteobacteria	Alphaproteobacteria	Parvibaculum
rplB	rplB_5557	Acidobacteria	Acidobacteriales	NA
rplB	rplB_5557	Acidobacteria	Acidobacteriales	NA
rplB	rplB_5557	Acidobacteria	Acidobacteriales	NA
rplB	rplB_5558	Actinobacteria	Acidimicrobidae	Acidimicrobiaceae
rplB	rplB_5558	Actinobacteria	Actinobacteridae	Nocardiopsaceae
rplB	rplB_5558	Actinobacteria	Actinobacteridae	Actinomycetaceae
rplB	rplB_5559	Chloroflexi	Ktedonobacteria	Ktedonobacter
rplB	rplB_5559	Thermobaculum	NA	NA
rplB	rplB_5559	Firmicutes	Clostridia	Thermincola
rplB	rplB_5560	Chloroflexi	Ktedonobacteria	Ktedonobacter
rplB	rplB_5560	Chloroflexi	Chloroflexia	Chloroflexaceae
rplB	rplB_5560	Firmicutes	Clostridia	Thermincola
rplB	rplB_5561	Actinobacteria	Actinobacteridae	Acidothermaceae
rplB	rplB_5561	Actinobacteria	Actinobacteridae	Gordoniaceae
rplB	rplB_5561	Actinobacteria	Actinobacteridae	Gordoniaceae
rplB	rplB_5562	Firmicutes	Clostridia	Thermaerobacter
rplB	rplB_5562	Firmicutes	Clostridia	Thermaerobacter
rplB	rplB_5562	Firmicutes	Clostridia	Halothermothrix
rplB	rplB_5563	Actinobacteria	Rubrobacteridae	Conexibacter
rplB	rplB_5563	Actinobacteria	Rubrobacteridae	Patulibacter
rplB	rplB_5563	Firmicutes	Clostridia	Thermoanaerobacter
rplB	rplB_5564	Acidobacteria	Acidobacteriales	NA
rplB	rplB_5564	Acidobacteria	Acidobacteriales	NA
rplB	rplB_5564	Acidobacteria	Acidobacteriales	NA
rplB	rplB_5565	Acidobacteria	Solibacteres	CandidatusSolibacter
rplB	rplB_5565	Acidobacteria	Acidobacteriales	NA
rplB	rplB_5565	Firmicutes	Clostridia	Halothermothrix
rplB	rplB_5566	Proteobacteria	Deltaproteobacteria	Geobacter
rplB	rplB_5566	Firmicutes	Clostridia	Thermincola
rplB	rplB_5566	Proteobacteria	Deltaproteobacteria	Geobacter
rplB	rplB_5567	Actinobacteria	Actinobacteridae	Catenulisporaceae
rplB	rplB_5567	Actinobacteria	Actinobacteridae	Dermatophilaceae
rplB	rplB_5567	Actinobacteria	Actinobacteridae	Jonesiaceae
rplB	rplB_5568	Proteobacteria	Deltaproteobacteria	Polyangiaceae
rplB	rplB_5568	Proteobacteria	Deltaproteobacteria	Kofleriaceae
rplB	rplB_5568	Synergistetes	Synergistia	Thermovirga
rplB	rplB_5569	Actinobacteria	Actinobacteridae	Thermomonosporaceae
rplB	rplB_5569	Actinobacteria	Actinobacteridae	Actinomycetaceae
rplB	rplB_5569	Actinobacteria	Actinobacteridae	Cellulomonadaceae
rplB	rplB_5570	Firmicutes	Bacilli	Kyrpidia
rplB	rplB_5570	Firmicutes	Negativicutes	Thermosinus
rplB	rplB_5570	Firmicutes	Negativicutes	Selenomonas
rplB	rplB_5571	Acidobacteria	Solibacteres	CandidatusSolibacter
rplB	rplB_5571	Acidobacteria	Acidobacteriales	NA
rplB	rplB_5571	Acidobacteria	Acidobacteriales	NA
rplB	rplB_5572	Actinobacteria	Actinobacteridae	Cellulomonadaceae
rplB	rplB_5572	Actinobacteria	Actinobacteridae	Sanguibacteraceae
rplB	rplB_5572	Actinobacteria	Actinobacteridae	Cellulomonadaceae
rplB	rplB_5573	Proteobacteria	Betaproteobacteria	Nitrosospira
rplB	rplB_5573	Proteobacteria	Betaproteobacteria	Methylovorus
rplB	rplB_5573	Proteobacteria	Gammaproteobacteria	Erwinia
rplB	rplB_5574	Actinobacteria	Rubrobacteridae	Conexibacter
