DATASET_MULTIBAR
SEPARATOR COMMA
DATASET_LABEL, abundance

#define colors for each individual field column (use hexadecimal, RGB or RGBA notation; if using RGB/RGBA, COMMA cannot be used as SEPARATOR)
FIELD_COLORS,#FFFF00,#008000,#FFFF00,#FF0000,#FF0000,#FFFF00,#FF0000,#FF0000,#FFFF00,#FF0000,#FF0000,#FFFF00,#FF0000
OTU_0095,0,0,0,0,0,0,0.00185577942735949,0,0,0,0,0,0
OTU_0096,0,0,0,0.00696257615317668,0,0,0,0,0.00287907869481766,0,0,0,0
OTU_0097,0,0,0,0,0,0,0.000530222693531283,0,0,0.00105764145954521,0,0,0
OTU_0098,0.0186263096623981,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0099,0,0,0,0,0,0,0.00344644750795334,0,0,0,0,0,0
OTU_0100,0,0,0,0,0,0,0,0,0,0,0.000445632798573975,0,0
OTU_0101,0,0,0,0.00348128807658834,0.0197326543602801,0.00693069306930693,0.0095440084835631,0,0,0.0317292437863564,0,0,0.0206516750803121
OTU_0102,0,0,0,0,0.00381922342457034,0,0,0,0,0,0,0,0.0105553005966039
OTU_0103,0.00349243306169965,0,0,0,0,0,0,0,0.000959692898272553,0,0,0,0
OTU_0104,0,0,0,0,0.00190961171228517,0,0,0,0,0,0,0,0
OTU_0105,0,0,0.00588812561334642,0,0,0,0,0,0,0,0,0,0
OTU_0106,0,0,0.00785083415112856,0,0,0,0,0,0,0,0,0,0
OTU_0107,0,0.00686106346483705,0,0,0,0,0,0,0,0,0,0,0
OTU_0108,0,0,0,0,0,0,0,0,0,0,0,0.00502933780385583,0
OTU_0109,0.00465657741559953,0,0.00294406280667321,0.00174064403829417,0,0.0168316831683168,0,0,0,0,0,0.00167644593461861,0
OTU_0110,0.0116414435389988,0,0.00196270853778214,0,0,0,0,0,0.00575815738963532,0,0,0,0
OTU_0111,0,0,0,0,0.0127307447485678,0,0,0,0,0,0,0,0.00642496558054153
OTU_0112,0,0,0,0,0,0,0,0,0,0,0.00222816399286988,0,0
OTU_0113,0.0279394644935972,0.00686106346483705,0,0.00783289817232376,0,0,0,0,0.0105566218809981,0,0,0,0
OTU_0114,0,0,0,0,0,0,0.000530222693531283,0,0,0,0,0,0
OTU_0115,0.00465657741559953,0,0,0,0,0.00099009900990099,0,0,0,0,0,0,0
OTU_0116,0,0,0.00490677134445535,0,0,0,0,0,0,0,0,0.00335289186923722,0
OTU_0117,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0,0
OTU_0118,0.00349243306169965,0,0.00098135426889107,0,0,0.00396039603960396,0,0,0,0,0,0.00167644593461861,0
OTU_0119,0,0,0,0,0.00063653723742839,0,0.00344644750795334,0,0,0,0,0,0
OTU_0120,0,0,0,0.0966057441253264,0.00827498408656906,0,0,0.00811633412242137,0,0,0,0.0167644593461861,0.0357962368058743
OTU_0121,0.00349243306169965,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0122,0,0,0,0,0,0,0.00106044538706257,0,0,0,0,0,0
OTU_0123,0,0,0,0,0.00318268618714195,0,0.00742311770943796,0,0,0.00317292437863564,0,0,0
OTU_0124,0,0,0,0,0,0,0.0169671261930011,0,0,0,0,0,0
OTU_0125,0,0,0,0,0,0,0,0,0,0,0,0.00335289186923722,0
OTU_0126,0,0,0,0,0,0.00396039603960396,0,0,0,0,0,0.00167644593461861,0
OTU_0127,0,0,0,0,0.0286441756842775,0,0.00901378579003181,0,0,0.00317292437863564,0,0,0
OTU_0128,0,0,0,0,0.0273711012094207,0,0.00583244962884411,0,0,0,0,0,0.00367140890316659
OTU_0129,0,0,0,0,0,0,0.00106044538706257,0,0,0,0,0,0
OTU_0130,0.00349243306169965,0,0.00490677134445535,0,0,0.00198019801980198,0,0,0,0,0,0,0
OTU_0131,0,0,0.00294406280667321,0,0,0,0,0,0,0,0,0,0
OTU_0132,0,0,0,0,0,0,0,0,0.00383877159309021,0,0,0,0
OTU_0133,0.00465657741559953,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0134,0,0,0.00294406280667321,0,0,0,0,0,0,0,0,0,0
OTU_0135,0,0,0,0,0,0.00198019801980198,0,0,0,0,0,0.00167644593461861,0
OTU_0136,0.00232828870779977,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0137,0,0,0,0,0,0,0.00212089077412513,0,0,0,0,0,0
OTU_0138,0,0,0,0,0,0,0.00344644750795334,0,0,0,0,0,0
OTU_0139,0,0,0,0,0,0,0.00106044538706257,0,0,0,0,0,0
OTU_0140,0,0,0,0,0,0,0.00689289501590668,0,0,0,0,0,0
OTU_0141,0,0,0,0,0.0133672819859962,0,0,0,0,0.041776837652036,0,0,0.00688389169343736
OTU_0142,0,0,0,0,0,0,0.00106044538706257,0,0,0,0,0,0
OTU_0143,0,0,0,0,0,0,0.000265111346765642,0,0,0,0,0,0
OTU_0144,0,0,0,0,0,0,0,0,0,0,0.00222816399286988,0,0
OTU_0145,0,0,0.00686947988223749,0,0,0,0,0,0,0,0,0,0
OTU_0146,0,0,0,0,0.0152768936982813,0,0,0,0,0,0,0,0.00550711335474988
OTU_0147,0,0,0,0,0,0,0.00371155885471898,0,0,0,0,0,0
OTU_0148,0,0,0,0,0.00381922342457034,0,0,0.00338180588434224,0,0.00264410364886304,0,0,0
OTU_0149,0,0,0,0,0,0,0,0,0,0.00105764145954521,0,0,0
OTU_0150,0,0,0,0,0,0,0,0,0,0,0,0.00251466890192791,0
OTU_0151,0,0,0,0.00522193211488251,0,0,0,0,0,0,0,0,0
OTU_0152,0,0,0,0,0,0.00495049504950495,0,0,0,0,0,0,0
OTU_0153,0,0,0.00392541707556428,0,0,0.00495049504950495,0,0,0,0,0,0.00502933780385583,0
OTU_0154,0,0,0,0,0,0,0.000530222693531283,0,0.000959692898272553,0,0,0,0
OTU_0155,0,0,0,0.00348128807658834,0,0,0,0,0,0,0,0,0
OTU_0156,0,0,0,0,0,0,0.000530222693531283,0,0,0,0,0,0
OTU_0157,0,0,0,0,0,0,0.0031813361611877,0,0,0,0,0,0
OTU_0158,0,0,0,0,0.00127307447485678,0,0,0,0,0.00211528291909043,0,0,0
OTU_0159,0,0,0,0,0,0.00198019801980198,0,0,0,0,0,0.00167644593461861,0
OTU_0160,0,0,0,0,0,0,0,0,0.00575815738963532,0,0,0.00167644593461861,0
OTU_0161,0,0,0,0,0,0,0,0,0,0,0.0280748663101604,0,0
OTU_0162,0,0,0,0,0,0,0.000530222693531283,0.000676361176868448,0,0,0,0,0
OTU_0163,0,0,0,0,0,0,0,0,0,0,0.00490196078431373,0,0
OTU_0164,0.00116414435389988,0,0,0,0,0.00396039603960396,0,0,0,0,0,0.00502933780385583,0
OTU_0165,0,0,0,0,0,0,0,0,0.00287907869481766,0,0,0.010896898575021,0
OTU_0166,0,0,0,0,0,0,0,0,0,0,0,0.00167644593461861,0.0018357044515833
OTU_0167,0,0,0,0,0,0,0,0,0,0.000528820729772607,0,0,0
OTU_0168,0,0,0.00196270853778214,0,0,0,0,0,0.00191938579654511,0,0,0.000838222967309304,0
OTU_0169,0,0,0,0.00174064403829417,0,0,0,0,0.00287907869481766,0,0,0,0
OTU_0170,0.00116414435389988,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0171,0,0,0.00490677134445535,0,0,0,0,0,0,0,0,0.00251466890192791,0
OTU_0172,0,0,0,0,0,0,0.000795334040296925,0,0,0,0,0,0
OTU_0173,0,0,0,0,0,0,0.00556733828207847,0,0,0,0,0,0
OTU_0174,0,0,0,0,0,0,0.000530222693531283,0,0,0.00158646218931782,0,0,0
OTU_0175,0,0,0,0,0,0,0.00159066808059385,0,0.0143953934740883,0,0,0,0
OTU_0176,0,0.00514579759862779,0,0,0,0,0,0,0,0,0,0,0
OTU_0177,0.00232828870779977,0,0,0,0,0.0158415841584158,0,0,0,0,0,0.00167644593461861,0
OTU_0178,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0179,0,0,0,0.00261096605744125,0,0,0,0,0,0,0,0,0.00413033501606241
OTU_0180,0.00582072176949942,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0181,0,0,0,0,0,0.00594059405940594,0,0,0,0,0,0.00251466890192791,0
OTU_0182,0,0,0,0,0.00318268618714195,0,0.0031813361611877,0,0,0.00264410364886304,0,0,0.00275355667737494
OTU_0183,0,0,0,0,0,0,0,0.0118363205951978,0,0,0,0,0
OTU_0184,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0185,0,0,0,0,0,0,0,0,0.00767754318618042,0,0,0,0
OTU_0186,0,0.00343053173241852,0,0,0,0,0,0,0,0,0,0,0
OTU_0187,0,0,0,0,0,0,0,0.0270544470747379,0,0.00317292437863564,0,0,0.00642496558054153
OTU_0188,0,0,0,0,0.0140038192234246,0,0.00583244962884411,0.00169090294217112,0,0.00634584875727129,0,0,0
OTU_0189,0,0,0,0,0.00700190961171229,0,0.00106044538706257,0.0399053094352384,0,0.0105764145954521,0,0,0.0174391922900413
OTU_0190,0.00232828870779977,0,0,0,0,0.00099009900990099,0,0,0,0,0,0,0
OTU_0191,0,0,0.00196270853778214,0,0,0.00198019801980198,0,0,0,0,0,0,0
OTU_0192,0,0,0.00098135426889107,0,0,0.00297029702970297,0,0,0,0,0,0,0
OTU_0193,0,0,0,0,0,0,0,0.00169090294217112,0,0.00264410364886304,0,0,0.0100963744837081
OTU_0194,0,0,0,0,0.00190961171228517,0,0.00397667020148462,0,0,0.00105764145954521,0,0,0
OTU_0195,0.00465657741559953,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0196,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0,0
OTU_0197,0,0,0,0,0,0,0.00106044538706257,0,0,0,0,0,0
OTU_0198,0,0,0,0,0.00445576066199873,0,0,0.0152181264795401,0,0.00423056583818086,0,0,0.0018357044515833
OTU_0199,0,0,0,0,0,0.00495049504950495,0,0,0,0,0,0.00251466890192791,0
OTU_0200,0,0,0,0,0,0.00198019801980198,0,0,0,0,0,0,0
OTU_0201,0,0,0,0,0.00891152132399745,0,0,0.0267162664863037,0,0.0364886303543099,0,0,0.0435979807251033
OTU_0202,0.00349243306169965,0,0.00196270853778214,0,0,0,0,0,0,0,0,0,0
OTU_0203,0,0,0,0,0,0.00198019801980198,0.00238600212089077,0,0,0,0,0,0
OTU_0204,0,0,0,0,0,0.00693069306930693,0,0,0,0,0,0.00167644593461861,0
OTU_0205,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0,0
OTU_0206,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0207,0,0,0,0,0,0,0,0,0.00383877159309021,0,0,0,0
OTU_0208,0,0,0,0,0.0101845957988542,0,0,0,0,0.01216287678477,0,0,0.00275355667737494
OTU_0209,0,0,0,0.00348128807658834,0,0,0,0,0,0,0,0,0
OTU_0210,0.00931315483119907,0,0,0,0,0,0,0,0.00287907869481766,0,0,0,0
OTU_0211,0.00465657741559953,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0212,0.0069848661233993,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0213,0,0,0,0,0,0,0,0.0158944876564085,0,0,0,0,0
OTU_0214,0,0,0,0,0,0,0,0.00101454176530267,0,0,0,0,0
OTU_0215,0,0,0.00196270853778214,0,0,0,0,0,0,0,0,0.0142497904442582,0
OTU_0216,0,0,0,0.00261096605744125,0,0,0,0,0,0,0,0.00167644593461861,0
OTU_0217,0,0,0,0,0,0,0.00265111346765642,0,0,0,0,0,0
OTU_0218,0,0,0.00294406280667321,0,0,0,0,0,0,0,0,0,0
OTU_0219,0,0,0,0.0130548302872063,0,0,0,0,0,0,0,0,0.0637907296925195
OTU_0220,0.00232828870779977,0,0,0,0,0.00297029702970297,0,0,0.00287907869481766,0,0,0,0
OTU_0221,0,0.00514579759862779,0,0,0,0,0,0,0,0,0,0,0
OTU_0222,0.0069848661233993,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0223,0,0,0,0,0,0,0,0,0,0.0137493389740878,0,0,0.000917852225791648
OTU_0224,0,0,0,0,0,0,0.00159066808059385,0,0,0,0,0,0
OTU_0225,0,0,0.00294406280667321,0,0,0,0.000530222693531283,0,0,0.00158646218931782,0,0,0.00137677833868747
OTU_0226,0,0,0,0,0,0,0,0,0,0.00634584875727129,0,0,0
OTU_0227,0,0,0,0,0.00127307447485678,0,0,0,0,0,0,0,0
OTU_0228,0,0,0,0.0165361183637946,0,0,0,0,0,0,0,0,0
OTU_0229,0,0,0,0,0,0,0.000530222693531283,0,0,0,0,0,0
OTU_0230,0.00465657741559953,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0231,0,0,0,0.00783289817232376,0,0,0,0,0,0,0,0,0
OTU_0232,0,0,0.00883218842001963,0,0,0,0,0,0,0,0,0.0117351215423303,0
OTU_0233,0,0,0,0.00435161009573542,0,0,0.00212089077412513,0,0,0,0,0.00586756077116513,0
OTU_0234,0,0,0,0,0,0,0.000795334040296925,0,0,0,0,0,0
OTU_0235,0,0,0,0,0,0,0.00106044538706257,0,0,0,0,0,0
OTU_0236,0,0,0,0.00522193211488251,0,0,0,0,0,0,0,0,0
OTU_0237,0,0,0,0,0,0,0.00185577942735949,0,0,0,0,0,0
OTU_0238,0,0,0.00196270853778214,0,0,0,0,0,0,0,0,0.00167644593461861,0
OTU_0239,0,0,0.00490677134445535,0,0,0,0,0,0,0,0,0,0
OTU_0240,0,0,0,0,0,0,0,0.00270544470747379,0,0,0,0,0.00137677833868747
OTU_0241,0,0,0,0,0.00127307447485678,0,0.0031813361611877,0,0,0.00158646218931782,0,0,0
OTU_0242,0,0,0.00883218842001963,0,0,0,0,0,0,0,0,0,0
OTU_0243,0,0,0,0,0,0,0.00159066808059385,0,0,0,0,0,0
OTU_0244,0,0,0,0,0,0.00594059405940594,0.00238600212089077,0,0,0,0,0,0
OTU_0245,0,0,0,0,0,0.00396039603960396,0,0,0.00671785028790787,0,0,0,0
OTU_0246,0,0.00343053173241852,0,0,0,0,0,0,0,0,0,0,0
OTU_0247,0,0,0,0,0,0.00495049504950495,0,0,0.0105566218809981,0,0,0,0
OTU_0248,0,0,0,0,0,0.00792079207920792,0.00371155885471898,0,0,0,0,0,0
OTU_0249,0,0,0,0,0,0,0.000795334040296925,0,0,0,0,0,0
OTU_0250,0.00232828870779977,0.00514579759862779,0.00196270853778214,0,0,0,0,0,0,0,0,0,0
OTU_0251,0,0,0,0,0,0,0,0,0.00287907869481766,0,0,0.000838222967309304,0
OTU_0252,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0,0
OTU_0253,0,0,0,0.00696257615317668,0,0,0,0,0,0,0,0.00335289186923722,0
OTU_0254,0,0,0,0,0,0.00495049504950495,0,0,0,0,0,0,0
OTU_0255,0.00232828870779977,0,0.00196270853778214,0,0,0.00693069306930693,0,0,0,0,0,0,0
OTU_0256,0,0,0,0,0.00127307447485678,0,0,0,0,0,0,0,0.000458926112895824
OTU_0257,0,0,0,0,0,0,0.00265111346765642,0,0,0,0,0,0
OTU_0258,0,0,0,0,0,0,0,0.000338180588434224,0,0.00317292437863564,0,0,0
OTU_0259,0,0,0,0,0.0101845957988542,0,0,0,0,0,0,0,0.0169802661771455
OTU_0260,0.00465657741559953,0,0,0,0,0.00297029702970297,0,0,0,0,0,0,0
OTU_0261,0,0,0,0,0,0,0,0,0.00959692898272553,0,0,0,0
OTU_0262,0,0,0,0.0113141862489121,0.00509229789942712,0,0,0.00541088941494758,0,0.00475938656795346,0,0,0.0142267094997705
OTU_0263,0,0.00686106346483705,0,0,0,0,0,0,0,0,0,0,0
OTU_0264,0,0,0,0,0,0,0.00238600212089077,0,0,0,0,0,0
OTU_0265,0,0,0.0098135426889107,0,0,0,0,0,0,0,0,0,0
OTU_0266,0,0,0,0,0.0101845957988542,0,0.00106044538706257,0,0,0,0,0,0.0142267094997705
OTU_0267,0.00116414435389988,0,0,0,0,0.0158415841584158,0,0,0.00287907869481766,0,0,0,0
OTU_0268,0,0,0,0,0,0,0,0,0.00959692898272553,0,0,0,0
OTU_0269,0,0.00686106346483705,0,0,0,0,0,0,0,0,0,0,0
OTU_0270,0,0.00857632933104631,0,0,0,0,0,0,0,0,0,0,0
OTU_0271,0,0,0,0,0,0,0,0,0,0,0.00935828877005348,0,0
OTU_0272,0,0,0,0,0,0,0,0,0,0,0,0.00586756077116513,0
OTU_0273,0,0,0.00588812561334642,0,0,0,0,0,0,0,0,0,0
OTU_0274,0,0,0,0,0,0,0,0,0,0,0.017825311942959,0,0
OTU_0275,0,0,0,0,0.00381922342457034,0,0.00132555673382821,0,0,0.000528820729772607,0,0,0.00321248279027077
OTU_0276,0,0,0,0,0,0,0.00132555673382821,0,0,0,0,0,0
OTU_0277,0,0,0.00196270853778214,0,0,0,0,0,0,0,0,0,0
OTU_0278,0,0,0,0,0,0,0.000265111346765642,0,0,0,0,0,0
OTU_0279,0,0,0,0,0,0,0,0,0,0,0.00311942959001783,0,0
OTU_0280,0,0,0,0,0,0,0.00291622481442206,0,0,0,0,0,0
OTU_0281,0,0,0,0,0,0.00198019801980198,0,0,0,0,0,0.00251466890192791,0
OTU_0282,0,0,0,0,0,0,0,0,0,0,0,0.00922045264040235,0
OTU_0283,0,0,0.00196270853778214,0.000870322019147084,0,0,0,0,0,0,0,0,0
OTU_0284,0,0,0,0,0,0,0.0113997879109226,0,0,0.00264410364886304,0,0,0
OTU_0285,0,0,0,0.0757180156657963,0.00318268618714195,0,0,0,0,0,0,0,0
OTU_0286,0,0,0,0,0,0,0,0,0,0,0.00311942959001783,0,0
OTU_0287,0,0,0,0,0,0,0,0.00202908353060534,0,0,0,0,0.0018357044515833
OTU_0288,0.00232828870779977,0,0,0,0,0,0,0,0.017274472168906,0,0,0.00335289186923722,0
OTU_0289,0,0,0,0,0.00127307447485678,0,0,0,0,0.000528820729772607,0,0,0.000917852225791648
OTU_0290,0,0,0,0,0,0,0,0,0,0,0,0.00419111483654652,0
OTU_0291,0,0,0,0,0,0,0,0,0,0,0.00623885918003565,0,0
OTU_0292,0,0,0,0,0,0,0,0,0,0,0,0.00167644593461861,0
OTU_0293,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0,0
OTU_0294,0,0,0,0,0,0,0.00106044538706257,0,0,0.00264410364886304,0,0,0
OTU_0295,0.00116414435389988,0,0,0,0,0,0.000530222693531283,0,0,0,0,0,0
