,Cen04,Cen17,Cen05,Cen06,Cen15,Cen07,Cen16,Cen10,Cen14,Cen13,Cen03,Cen12
OTU_0102,0,0,0,0,0,0,0.000530222693531283,0,0,0,0.000838222967309304,0
OTU_0103,0.00116414435389988,0.00171526586620926,0,0,0,0,0,0,0,0,0,0
OTU_0104,0,0.00171526586620926,0,0,0,0,0,0,0,0,0.00251466890192791,0
OTU_0105,0,0,0.00196270853778214,0,0,0.00396039603960396,0,0,0,0,0,0
OTU_0106,0,0.0102915951972556,0,0,0,0.00099009900990099,0,0,0.00264410364886304,0,0,0
OTU_0107,0,0,0,0,0,0,0,0,0.000528820729772607,0,0,0
OTU_0108,0.00116414435389988,0,0.00196270853778214,0,0,0.00099009900990099,0,0,0,0,0,0
OTU_0109,0,0,0,0,0.00318268618714195,0,0,0,0.00158646218931782,0,0,0.00504818724185406
OTU_0110,0.00232828870779977,0,0.00294406280667321,0,0,0,0,0,0,0,0,0
OTU_0111,0.00349243306169965,0,0.00785083415112856,0,0,0.00594059405940594,0,0,0,0,0,0
OTU_0112,0,0,0,0,0,0,0,0,0,0,0.00167644593461861,0
OTU_0113,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0
OTU_0114,0.00232828870779977,0,0,0,0,0,0,0,0,0,0,0
OTU_0115,0,0,0,0,0,0,0.000265111346765642,0,0,0,0.000838222967309304,0
OTU_0116,0,0.00514579759862779,0,0,0,0,0,0,0,0,0,0
OTU_0117,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0118,0,0,0,0,0,0.00198019801980198,0,0,0,0,0,0.000917852225791648
OTU_0119,0.00232828870779977,0,0,0,0,0,0,0,0,0,0,0
OTU_0120,0.00116414435389988,0,0,0,0,0,0,0,0,0,0,0.0018357044515833
OTU_0121,0,0.00514579759862779,0,0,0,0,0,0,0,0,0,0
OTU_0122,0,0,0,0,0,0,0,0,0,0,0,0.000917852225791648
OTU_0123,0,0,0,0,0.0063653723742839,0,0,0,0.00528820729772607,0,0,0.00137677833868747
OTU_0124,0,0,0,0.000870322019147084,0,0,0,0,0,0,0.000838222967309304,0
OTU_0125,0,0,0,0,0,0,0.00159066808059385,0,0,0,0.00586756077116513,0
OTU_0126,0,0,0,0,0,0.00198019801980198,0.000265111346765642,0,0,0,0,0
OTU_0127,0,0.00514579759862779,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0128,0,0,0,0,0,0,0,0,0.000528820729772607,0,0,0
OTU_0129,0,0,0,0,0.00063653723742839,0,0,0.0500507270882651,0,0,0,0.00367140890316659
OTU_0130,0,0,0,0,0,0,0,0,0,0,0,0.00321248279027077
OTU_0131,0,0,0,0.00174064403829417,0,0.00099009900990099,0,0,0,0,0,0.000458926112895824
OTU_0132,0,0,0,0,0,0,0,0,0,0.00089126559714795,0,0
OTU_0133,0,0.00514579759862779,0,0,0,0,0,0,0,0.00089126559714795,0,0
OTU_0134,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0135,0,0.00343053173241852,0,0,0,0,0,0,0,0,0,0
OTU_0136,0.00232828870779977,0,0.00196270853778214,0.00174064403829417,0,0,0,0,0,0,0,0
OTU_0137,0.00116414435389988,0,0,0,0,0.00099009900990099,0,0,0,0,0,0
OTU_0138,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0139,0.00116414435389988,0,0,0,0,0,0,0,0,0,0,0
OTU_0140,0,0,0,0,0,0,0,0,0,0.00802139037433155,0,0
OTU_0141,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0
OTU_0142,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0143,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0
OTU_0144,0.00116414435389988,0,0,0,0,0,0,0,0,0,0,0
OTU_0145,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0
OTU_0146,0,0,0,0,0,0,0,0,0,0,0.00167644593461861,0
OTU_0147,0,0,0,0,0,0,0,0,0,0.0017825311942959,0,0
OTU_0148,0,0,0,0,0,0,0.00132555673382821,0,0,0,0,0
OTU_0149,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0
OTU_0150,0.00349243306169965,0,0,0,0,0,0,0,0,0,0,0
OTU_0151,0,0,0,0,0,0,0.00371155885471898,0,0,0,0,0
OTU_0152,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0
OTU_0153,0,0,0,0,0,0,0,0,0.00105764145954521,0,0,0
OTU_0154,0,0,0,0,0,0,0,0,0,0.00802139037433155,0,0
OTU_0155,0,0,0,0,0.00063653723742839,0,0,0,0,0,0,0
OTU_0156,0.00116414435389988,0,0,0,0,0,0,0,0,0,0,0
OTU_0157,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0158,0,0,0,0,0,0,0.000265111346765642,0,0,0,0,0
OTU_0159,0,0,0,0,0.00127307447485678,0,0,0,0,0,0,0
OTU_0160,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0
OTU_0161,0,0,0,0,0,0,0.00689289501590668,0,0,0,0,0.000458926112895824
OTU_0162,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0
OTU_0163,0.00116414435389988,0,0,0,0,0,0,0,0,0,0,0
OTU_0164,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0
OTU_0165,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0
OTU_0166,0,0,0,0,0,0.00099009900990099,0,0,0,0,0,0
OTU_0167,0,0,0,0,0,0,0,0,0,0,0,0.000458926112895824
OTU_0168,0,0,0,0,0,0,0.00397667020148462,0,0,0,0,0
OTU_0169,0,0.0205831903945112,0,0,0,0,0,0,0,0,0,0
OTU_0170,0,0,0,0,0,0,0,0,0.000528820729772607,0,0,0
OTU_0171,0.00116414435389988,0,0,0,0,0,0,0,0,0,0,0
OTU_0172,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0
OTU_0173,0,0,0,0,0,0,0,0,0,0.00267379679144385,0,0
OTU_0174,0,0,0,0,0,0,0,0,0,0,0,0.000917852225791648
OTU_0175,0.00116414435389988,0,0,0,0,0,0,0,0,0,0,0
OTU_0176,0,0,0,0,0,0.00099009900990099,0,0,0,0,0,0
OTU_0177,0,0,0,0,0,0.00099009900990099,0,0,0,0,0,0
OTU_0178,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0
OTU_0179,0,0,0,0,0,0,0.00371155885471898,0,0,0,0,0
OTU_0180,0.00116414435389988,0,0,0,0,0,0,0,0,0,0,0
OTU_0181,0,0,0,0,0,0.00099009900990099,0,0,0,0,0,0
OTU_0182,0,0,0,0,0.00063653723742839,0,0,0,0,0,0,0
OTU_0183,0,0,0,0,0,0,0,0.000338180588434224,0,0,0,0
OTU_0184,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0185,0,0,0.00196270853778214,0,0,0,0,0,0,0,0,0
OTU_0186,0,0,0,0,0,0,0.000265111346765642,0,0,0,0,0
OTU_0187,0,0,0,0,0,0.00693069306930693,0,0,0,0,0,0
OTU_0188,0,0,0,0,0,0.00099009900990099,0,0,0,0,0,0
OTU_0189,0,0,0,0.00174064403829417,0,0,0,0,0,0,0,0
OTU_0190,0,0,0,0,0,0,0.000265111346765642,0,0,0,0,0
OTU_0191,0,0,0.00196270853778214,0,0,0,0,0,0,0,0,0
OTU_0192,0,0,0,0,0,0.00198019801980198,0,0,0,0,0.00167644593461861,0
OTU_0193,0,0,0,0,0,0,0.000265111346765642,0,0,0,0,0
OTU_0194,0,0,0,0,0,0,0.000265111346765642,0,0,0,0,0
OTU_0195,0.00116414435389988,0,0,0,0,0,0,0,0,0,0,0
OTU_0196,0,0,0,0,0,0.00099009900990099,0,0,0,0,0,0
OTU_0197,0,0,0,0.00174064403829417,0,0,0,0,0,0,0,0
OTU_0198,0.00116414435389988,0,0,0,0,0,0,0,0,0,0,0
OTU_0199,0,0,0,0,0.00254614894971356,0,0,0,0,0,0,0
OTU_0200,0,0,0,0,0,0,0,0,0,0.00222816399286988,0,0
OTU_0201,0,0,0,0,0,0,0,0.000676361176868448,0,0,0,0
OTU_0202,0,0,0,0.00174064403829417,0,0,0,0,0,0,0,0
OTU_0203,0,0,0,0,0,0,0,0,0,0,0.00167644593461861,0
OTU_0204,0,0,0,0,0,0.00099009900990099,0,0,0,0,0,0
OTU_0205,0,0,0,0,0,0,0,0,0,0.0017825311942959,0,0
OTU_0206,0,0,0,0,0,0,0,0.000338180588434224,0,0,0,0
OTU_0207,0,0,0,0,0,0,0.00106044538706257,0,0,0,0,0
OTU_0208,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0
OTU_0209,0.00116414435389988,0,0,0,0,0,0,0,0,0,0,0
OTU_0210,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0
OTU_0211,0,0,0,0,0,0,0,0,0,0,0.00167644593461861,0
OTU_0212,0,0,0,0,0,0,0.000795334040296925,0,0,0,0,0
OTU_0213,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0214,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0
OTU_0215,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0
OTU_0216,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0
OTU_0217,0,0,0.00294406280667321,0,0,0,0,0,0,0,0,0
OTU_0218,0,0,0,0,0,0,0.00132555673382821,0,0,0,0,0
OTU_0219,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0
OTU_0220,0,0.00343053173241852,0,0,0,0,0,0,0,0,0,0
OTU_0221,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0
OTU_0222,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0223,0,0,0,0,0,0.00198019801980198,0,0,0,0,0,0
OTU_0224,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0
OTU_0225,0,0,0,0,0,0,0,0,0,0,0,0.000458926112895824
OTU_0226,0,0,0,0,0,0,0.000265111346765642,0,0,0,0,0
OTU_0227,0,0,0,0,0,0.00198019801980198,0,0,0,0,0,0
OTU_0228,0,0,0,0,0,0,0,0,0,0,0.00167644593461861,0
OTU_0229,0,0,0,0,0,0,0,0,0,0.00579322638146168,0,0
OTU_0230,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0
OTU_0231,0,0.00343053173241852,0,0,0,0,0,0,0,0,0,0
OTU_0232,0,0,0,0,0.00063653723742839,0,0,0,0,0,0,0
OTU_0233,0,0,0,0,0,0,0.000265111346765642,0,0,0,0,0
OTU_0234,0,0,0,0,0,0,0.00106044538706257,0,0,0,0,0
OTU_0235,0,0,0,0,0,0,0,0.000338180588434224,0,0,0,0
OTU_0236,0.00116414435389988,0,0,0,0,0,0,0,0,0,0,0
OTU_0237,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0
OTU_0238,0.00116414435389988,0,0,0,0,0,0,0,0,0,0.00167644593461861,0
OTU_0239,0,0,0,0,0,0.00099009900990099,0,0,0,0,0,0
OTU_0240,0,0,0,0,0,0,0,0,0,0.000445632798573975,0,0
OTU_0241,0,0,0,0,0,0.00099009900990099,0,0,0,0,0,0
OTU_0242,0,0,0,0,0,0,0,0,0,0.0209447415329768,0,0
OTU_0243,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0
OTU_0244,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0
OTU_0245,0,0,0,0.00261096605744125,0,0,0.00450689289501591,0,0,0,0,0
OTU_0246,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0
OTU_0247,0,0,0,0,0,0,0,0,0,0,0,0.000458926112895824
OTU_0248,0,0,0,0,0,0,0,0,0,0.000445632798573975,0,0
OTU_0249,0,0,0,0,0.00063653723742839,0,0,0,0,0,0,0
OTU_0250,0,0,0,0,0.00063653723742839,0,0,0,0,0,0,0.00275355667737494
OTU_0251,0,0,0,0,0,0,0,0,0,0.000445632798573975,0,0
OTU_0252,0,0,0,0,0,0,0,0,0,0,0.00251466890192791,0
OTU_0253,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0254,0,0,0,0,0,0,0.000265111346765642,0,0,0,0,0
OTU_0255,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0
OTU_0256,0,0,0,0,0,0,0.00106044538706257,0,0,0,0,0
OTU_0257,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0
OTU_0258,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0
OTU_0259,0,0,0,0,0,0,0,0,0,0,0,0.00826067003212483
OTU_0260,0,0,0,0.0147954743255004,0,0,0,0,0,0,0,0
OTU_0261,0,0,0,0,0,0,0,0,0,0,0.0100586756077117,0
OTU_0262,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0
OTU_0263,0,0.00857632933104631,0,0,0,0,0,0,0,0,0,0
OTU_0264,0,0,0,0,0,0.00297029702970297,0,0,0,0,0,0
OTU_0265,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0
OTU_0266,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0
OTU_0267,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0
OTU_0268,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0269,0,0,0,0,0,0,0,0,0,0,0.00251466890192791,0
OTU_0270,0,0,0,0,0.00127307447485678,0,0,0,0,0,0,0
OTU_0271,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0
OTU_0272,0.00116414435389988,0,0,0,0,0,0,0,0,0,0,0
OTU_0273,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0274,0,0,0,0,0,0,0,0,0.000528820729772607,0,0,0
OTU_0275,0,0,0,0,0,0,0.000530222693531283,0,0,0,0,0
OTU_0276,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0
OTU_0277,0,0,0,0,0,0,0.000265111346765642,0,0,0,0,0
OTU_0278,0,0,0,0,0,0.00099009900990099,0,0,0,0,0,0
OTU_0279,0,0,0,0,0,0,0.000530222693531283,0,0,0,0,0
OTU_0280,0,0,0,0,0,0,0.000265111346765642,0,0,0,0,0
OTU_0281,0,0,0,0,0,0,0.000265111346765642,0,0,0,0,0
OTU_0282,0,0,0,0,0,0,0,0,0,0.00311942959001783,0,0
OTU_0283,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0284,0,0,0,0,0,0,0.000795334040296925,0,0,0,0,0
OTU_0285,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0
OTU_0286,0.00116414435389988,0,0,0,0,0,0,0,0,0,0,0
OTU_0287,0,0,0,0,0,0,0.000530222693531283,0,0,0,0,0
OTU_0288,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0289,0,0,0,0,0,0,0.000265111346765642,0,0,0,0,0
OTU_0290,0,0.00343053173241852,0,0,0,0,0,0,0,0,0,0
OTU_0291,0,0,0,0,0,0,0,0,0,0,0,0.000458926112895824
OTU_0292,0,0,0,0.00174064403829417,0,0,0,0,0,0,0,0
OTU_0293,0.00116414435389988,0,0,0,0,0,0,0,0,0,0,0
OTU_0294,0,0,0,0,0,0,0.00132555673382821,0,0,0,0,0
OTU_0295,0,0,0,0,0,0,0,0,0,0,0.00419111483654652,0
OTU_0296,0,0,0,0.00261096605744125,0,0,0,0,0,0,0,0
OTU_0297,0,0,0,0,0.00127307447485678,0,0.00238600212089077,0,0,0,0,0
OTU_0298,0,0,0,0,0,0.00099009900990099,0,0,0,0,0,0
OTU_0299,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0
OTU_0300,0,0,0,0,0,0,0.000265111346765642,0,0,0,0,0
OTU_0301,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0302,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0
OTU_0303,0.00116414435389988,0,0,0,0,0,0,0,0,0,0,0
OTU_0304,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0
OTU_0305,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0
OTU_0306,0,0,0,0,0,0.00099009900990099,0,0,0,0,0,0
OTU_0307,0,0,0,0,0,0.00099009900990099,0,0,0,0,0,0
OTU_0308,0,0,0,0,0,0,0,0,0,0.00267379679144385,0,0
OTU_0309,0,0,0,0,0,0,0.000265111346765642,0,0,0,0,0
OTU_0310,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0
OTU_0311,0,0,0,0,0,0,0.000795334040296925,0,0,0,0,0
OTU_0312,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0
OTU_0313,0,0,0,0,0,0,0.00238600212089077,0,0,0,0,0
OTU_0314,0,0,0,0,0,0,0.000530222693531283,0,0,0,0,0
OTU_0315,0,0,0,0,0,0,0.000265111346765642,0,0,0,0,0
OTU_0316,0,0,0,0,0.00063653723742839,0,0,0,0,0,0,0
OTU_0317,0,0,0,0,0,0.00099009900990099,0,0,0,0,0,0
OTU_0318,0,0,0,0,0,0,0.00106044538706257,0,0,0,0,0
OTU_0319,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0
OTU_0320,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0
OTU_0321,0,0,0,0,0,0,0,0,0,0.00089126559714795,0,0
OTU_0322,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0323,0,0,0,0,0,0,0,0,0,0.000445632798573975,0,0
OTU_0324,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0
OTU_0325,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0
OTU_0326,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0
OTU_0327,0,0,0,0,0.00063653723742839,0,0,0,0,0,0,0
OTU_0328,0,0,0,0,0,0.00198019801980198,0,0,0,0,0,0
OTU_0329,0,0,0,0,0.00127307447485678,0,0.000795334040296925,0,0,0,0,0
OTU_0330,0,0,0.00196270853778214,0,0,0,0,0,0,0,0,0
OTU_0331,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0
OTU_0332,0,0,0,0,0,0,0.000265111346765642,0,0,0,0,0
OTU_0333,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0
OTU_0334,0,0,0,0,0,0.00198019801980198,0,0,0,0,0,0
OTU_0335,0,0,0,0,0.00063653723742839,0,0,0,0,0,0,0.000917852225791648
OTU_0336,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0
OTU_0337,0,0,0,0,0,0,0,0,0,0.000445632798573975,0,0
OTU_0338,0,0,0,0.00174064403829417,0,0,0,0,0,0,0,0
