DATASET_MULTIBAR
SEPARATOR COMMA
DATASET_LABEL, abundance

#define colors for each individual field column (use hexadecimal, RGB or RGBA notation; if using RGB/RGBA, COMMA cannot be used as SEPARATOR)
FIELD_COLORS,#FFFF00,#008000,#FFFF00,#FF0000,#FF0000,#FFFF00,#FF0000,#FF0000,#FFFF00,#FF0000,#FF0000,#FFFF00,#FF0000

#field labels
FIELD_LABELS,Cen04,Cen17,Cen05,Cen06,Cen15,Cen07,Cen16,Cen10,Cen01,Cen14,Cen13,Cen03,Cen12

#dataset scale: you can simply set the values where the scale will be drawn
DATASET_SCALE,0.00,0.005, 0.01, 0.1, 0.15, 0.2, 0.25

#yellow #FFFF00
#green #008000
#red #FF0000
LEGEND_TITLE,Classification 
LEGEND_SHAPES,1,1,1
LEGEND_COLORS,#FF0000,#008000,#FFFF00
LEGEND_LABELS,Fire-affected,Recovered,Reference

DATA
OTU_0119,0,0,0,0,0,0.00099009900990099,0,0,0,0,0,0,0
OTU_0120,0,0,0.00098135426889107,0,0,0.00099009900990099,0,0,0,0,0,0,0
OTU_0121,0,0,0,0,0,0,0,0,0.00191938579654511,0,0,0.000838222967309304,0
OTU_0122,0,0,0.00098135426889107,0.000870322019147084,0,0,0,0,0,0,0,0,0
OTU_0123,0,0,0,0,0,0,0,0,0.000959692898272553,0,0,0,0
OTU_0124,0,0,0,0,0,0,0,0.00101454176530267,0,0,0,0,0
OTU_0125,0.00232828870779977,0,0,0,0,0.00099009900990099,0,0,0.00287907869481766,0,0,0.000838222967309304,0
OTU_0126,0.00116414435389988,0,0,0.00174064403829417,0,0.00198019801980198,0,0,0,0,0,0.000838222967309304,0
OTU_0127,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0.00586756077116513,0
OTU_0128,0,0,0.00098135426889107,0,0,0,0,0,0.00479846449136276,0,0,0.00251466890192791,0
OTU_0129,0,0,0,0,0,0,0.00132555673382821,0,0,0,0,0,0
OTU_0130,0,0,0,0,0,0,0,0,0,0.00317292437863564,0,0,0
OTU_0131,0,0,0,0,0,0,0,0.000676361176868448,0,0,0,0,0
OTU_0132,0,0,0,0.00522193211488251,0,0,0,0,0,0,0,0.00586756077116513,0
OTU_0133,0.00232828870779977,0,0,0,0,0,0,0,0.000959692898272553,0,0,0,0
OTU_0134,0,0,0,0,0,0,0,0,0.000959692898272553,0,0,0.000838222967309304,0
OTU_0135,0,0.00343053173241852,0,0,0,0,0,0,0,0,0,0,0
OTU_0136,0,0,0,0,0,0,0.00291622481442206,0,0,0,0,0,0
OTU_0137,0.00116414435389988,0,0.00294406280667321,0,0,0,0,0,0,0,0,0,0
OTU_0138,0,0,0,0,0,0,0,0.000676361176868448,0,0,0,0,0.000458926112895824
OTU_0139,0,0,0,0.00348128807658834,0,0,0,0,0,0,0,0,0
OTU_0140,0.00116414435389988,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0141,0,0.00171526586620926,0,0,0,0.00099009900990099,0,0,0,0,0,0,0
OTU_0142,0.00116414435389988,0,0.00196270853778214,0,0,0,0,0,0,0,0,0,0
OTU_0143,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0,0
OTU_0144,0,0,0.00098135426889107,0,0.00063653723742839,0,0,0,0,0,0,0,0.000917852225791648
OTU_0145,0,0,0,0,0,0,0,0,0,0,0.00133689839572193,0,0
OTU_0146,0.00116414435389988,0,0,0,0,0.00099009900990099,0,0,0,0,0,0,0
OTU_0147,0,0,0,0,0,0.00297029702970297,0,0,0,0,0,0,0
OTU_0148,0,0,0.00196270853778214,0,0,0,0,0,0,0,0,0,0
OTU_0149,0,0.00343053173241852,0,0,0,0,0,0,0,0,0,0,0
OTU_0150,0,0.00514579759862779,0,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0151,0,0,0,0,0,0,0,0.000338180588434224,0,0,0,0,0
OTU_0152,0,0,0,0.00174064403829417,0,0,0,0,0,0,0,0,0
OTU_0153,0,0,0.00196270853778214,0,0,0,0,0,0,0,0,0,0
OTU_0154,0,0,0,0,0,0,0,0,0.000959692898272553,0,0,0,0
OTU_0155,0,0,0,0,0,0.00198019801980198,0,0,0,0,0,0.000838222967309304,0
OTU_0156,0,0,0.00196270853778214,0,0,0,0,0,0,0,0,0,0
OTU_0157,0,0,0,0,0,0,0.000530222693531283,0,0,0,0,0,0
OTU_0158,0,0,0,0,0,0.00198019801980198,0,0,0,0,0,0,0
OTU_0159,0,0,0.00883218842001963,0,0,0,0,0,0,0,0,0,0
OTU_0160,0.00116414435389988,0,0,0,0,0.00099009900990099,0,0,0,0,0,0,0
OTU_0161,0.00116414435389988,0,0,0,0,0.00099009900990099,0,0,0,0,0,0,0
OTU_0162,0,0,0.00588812561334642,0,0,0,0,0,0.000959692898272553,0,0,0,0
OTU_0163,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0,0
OTU_0164,0,0,0,0,0,0,0,0,0,0,0.0017825311942959,0,0
OTU_0165,0,0,0.00392541707556428,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0166,0,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0167,0.00116414435389988,0,0,0,0,0,0,0,0.00575815738963532,0,0,0,0
OTU_0168,0,0.00343053173241852,0,0,0,0,0,0,0,0,0,0,0
OTU_0169,0,0,0,0,0,0.00099009900990099,0,0,0,0,0,0,0
OTU_0170,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0171,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0,0
OTU_0172,0,0,0,0,0,0,0,0,0,0.000528820729772607,0,0,0.000458926112895824
OTU_0173,0,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0174,0,0,0,0,0,0,0.000265111346765642,0.00236726411903957,0,0,0,0,0
OTU_0175,0.00116414435389988,0,0.00196270853778214,0,0,0,0,0,0,0,0,0.00167644593461861,0
OTU_0176,0,0,0.00294406280667321,0,0,0,0,0,0,0,0,0,0
OTU_0177,0,0,0.00196270853778214,0,0,0.00792079207920792,0,0,0,0.00158646218931782,0,0.00251466890192791,0
OTU_0178,0,0,0,0,0,0,0,0,0,0.000528820729772607,0,0,0.000917852225791648
OTU_0179,0,0,0,0,0.00063653723742839,0,0.000265111346765642,0,0.000959692898272553,0,0,0,0
OTU_0180,0.00116414435389988,0.00171526586620926,0,0,0,0,0,0,0,0,0,0,0
OTU_0181,0,0,0,0,0,0,0,0,0,0,0,0,0.00458926112895824
OTU_0182,0,0,0,0,0.0464672183322724,0,0,0.00101454176530267,0,0.00687466948704389,0.00089126559714795,0.00167644593461861,0.026158788435062
OTU_0183,0,0,0.00196270853778214,0,0,0,0,0,0,0,0,0.00167644593461861,0
OTU_0184,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0,0
OTU_0185,0,0,0,0,0,0,0.000530222693531283,0,0,0,0,0,0
OTU_0186,0,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0187,0,0,0,0.00261096605744125,0,0,0.000265111346765642,0,0,0,0,0.000838222967309304,0
OTU_0188,0,0,0,0,0,0,0,0,0,0,0,0.00167644593461861,0
OTU_0189,0,0,0,0,0,0.00099009900990099,0,0,0,0,0,0,0
OTU_0190,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0191,0.00116414435389988,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0192,0,0,0,0,0,0,0.000530222693531283,0,0,0,0,0,0
OTU_0193,0,0,0.00098135426889107,0,0,0,0,0,0.000959692898272553,0,0,0,0
OTU_0194,0,0,0,0,0,0,0,0,0,0,0.000445632798573975,0,0
OTU_0195,0,0.00171526586620926,0.00098135426889107,0,0,0,0,0,0,0,0,0,0
OTU_0196,0,0,0,0,0,0,0,0,0.000959692898272553,0,0,0,0
OTU_0197,0.00116414435389988,0,0.00098135426889107,0,0,0.00891089108910891,0,0,0,0,0,0,0
OTU_0198,0,0,0.00294406280667321,0,0,0,0,0,0,0,0,0,0
OTU_0199,0,0,0,0,0,0,0,0,0.000959692898272553,0,0,0,0
OTU_0200,0,0,0,0,0.00127307447485678,0,0,0,0,0,0,0,0.0018357044515833
OTU_0201,0,0,0.00196270853778214,0,0,0,0,0,0.000959692898272553,0,0,0,0
OTU_0202,0,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0203,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0,0
OTU_0204,0,0,0,0,0,0,0.000265111346765642,0,0,0,0,0,0
OTU_0205,0.00116414435389988,0,0,0.000870322019147084,0,0,0,0,0,0,0,0.00167644593461861,0
OTU_0206,0.00116414435389988,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0207,0,0.00171526586620926,0,0,0,0,0.000795334040296925,0,0,0,0,0,0
OTU_0208,0,0,0,0.00174064403829417,0,0,0,0,0,0,0,0,0
OTU_0209,0.00116414435389988,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0210,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0,0
OTU_0211,0,0,0,0.00435161009573542,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0212,0.00232828870779977,0,0,0,0,0.00198019801980198,0,0,0,0,0,0,0
OTU_0213,0,0,0,0.000870322019147084,0,0,0.00238600212089077,0,0,0,0,0,0
OTU_0214,0.00116414435389988,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0215,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0,0
OTU_0216,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0.00251466890192791,0
OTU_0217,0,0,0.00294406280667321,0,0,0.00099009900990099,0,0,0,0,0,0,0
OTU_0218,0,0,0,0,0,0.00099009900990099,0,0,0,0,0,0,0
OTU_0219,0.00232828870779977,0,0,0,0,0,0,0,0,0,0,0.00167644593461861,0
OTU_0220,0.00116414435389988,0,0,0,0,0.00198019801980198,0.000265111346765642,0,0,0,0,0,0
OTU_0221,0.00349243306169965,0.00171526586620926,0,0,0,0,0,0,0,0,0,0,0
OTU_0222,0.00465657741559953,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0223,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0,0
OTU_0224,0,0,0,0.00261096605744125,0,0,0,0,0,0,0,0,0
OTU_0225,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0,0
OTU_0226,0,0,0,0,0,0,0.000795334040296925,0,0,0,0,0,0
OTU_0227,0,0,0,0,0.00063653723742839,0,0.000530222693531283,0.00236726411903957,0,0.00105764145954521,0,0,0
OTU_0228,0,0,0,0,0,0.00099009900990099,0,0,0,0,0,0,0
OTU_0229,0.00232828870779977,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0230,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0.00670578373847443,0
OTU_0231,0,0,0,0,0,0,0.000265111346765642,0,0,0,0,0,0
OTU_0232,0,0,0,0,0,0,0,0,0.000959692898272553,0,0,0,0
OTU_0233,0.00116414435389988,0,0,0,0,0,0,0,0,0,0,0.00167644593461861,0
OTU_0234,0,0,0,0.00174064403829417,0,0.00099009900990099,0,0,0,0,0,0,0
OTU_0235,0,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0236,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0,0
OTU_0237,0,0,0,0,0,0,0,0,0,0.000528820729772607,0,0,0.000917852225791648
OTU_0238,0,0,0,0,0,0.00099009900990099,0,0,0,0,0,0,0
OTU_0239,0,0,0.00098135426889107,0,0,0,0,0,0.000959692898272553,0,0,0,0
OTU_0240,0,0,0,0.00435161009573542,0,0,0,0,0,0,0,0,0
OTU_0241,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0,0
OTU_0242,0,0.00514579759862779,0,0,0,0,0,0,0,0,0,0,0
OTU_0243,0,0,0,0,0.00063653723742839,0,0,0,0,0,0,0,0
OTU_0244,0,0,0,0,0,0,0,0,0.000959692898272553,0,0,0,0
OTU_0245,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0,0
OTU_0246,0,0,0,0,0.00063653723742839,0,0.000265111346765642,0,0,0,0,0,0
OTU_0247,0,0.00343053173241852,0,0,0,0,0,0,0,0,0,0,0
OTU_0248,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0,0
OTU_0249,0,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0250,0,0,0,0.00174064403829417,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0251,0,0,0,0,0,0,0,0.000676361176868448,0,0,0,0,0.000458926112895824
OTU_0252,0,0,0.00196270853778214,0,0,0,0,0,0,0,0,0,0
OTU_0253,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0,0
OTU_0254,0,0,0.00196270853778214,0,0,0,0,0,0,0,0,0.00586756077116513,0
OTU_0255,0,0,0.00098135426889107,0,0,0,0,0,0,0,0,0,0
OTU_0256,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0257,0,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0258,0,0,0,0,0,0,0,0,0.00383877159309021,0,0,0,0
OTU_0259,0,0,0,0,0,0.00099009900990099,0,0,0,0,0,0,0
OTU_0260,0,0,0,0,0,0,0.000265111346765642,0,0,0,0,0,0
OTU_0261,0,0,0,0,0,0,0.000265111346765642,0,0,0,0,0,0
OTU_0262,0,0.00171526586620926,0,0,0,0,0,0,0,0,0,0,0
OTU_0263,0,0,0,0,0,0,0.000265111346765642,0,0,0,0,0,0
OTU_0264,0,0,0,0,0,0,0,0,0,0.000528820729772607,0,0,0
OTU_0265,0,0,0,0,0.00063653723742839,0,0,0,0,0,0,0,0
OTU_0266,0,0,0,0,0,0,0.00132555673382821,0,0,0,0,0,0
OTU_0267,0,0,0,0,0,0,0.000530222693531283,0,0,0,0,0,0
OTU_0268,0,0,0,0,0,0,0,0,0,0,0.00445632798573975,0,0
OTU_0269,0.00116414435389988,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0270,0,0,0,0,0,0,0.000265111346765642,0,0,0,0,0,0
OTU_0271,0,0,0.00196270853778214,0,0,0,0,0,0,0,0,0,0
OTU_0272,0.00116414435389988,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0273,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0,0
OTU_0274,0.00465657741559953,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0275,0,0,0,0,0,0,0.000265111346765642,0,0,0,0,0,0
OTU_0276,0,0,0,0,0,0,0.000265111346765642,0,0,0,0,0,0
OTU_0277,0,0,0,0,0,0,0,0.000676361176868448,0,0,0,0,0
OTU_0278,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0,0
OTU_0279,0,0,0,0,0,0,0,0,0,0,0,0.000838222967309304,0
OTU_0280,0.00116414435389988,0,0,0,0,0,0,0,0,0,0,0,0
OTU_0281,0,0,0,0,0,0,0.000530222693531283,0,0,0,0,0,0
OTU_0282,0,0,0,0.000870322019147084,0,0,0,0,0,0,0,0,0
